"start_station_name","lat","lng","total_trips"
"Mulligan Ave & Wellington Ave","41.9318278434265734","-87.7816797605594406","143"
"Campbell Ave & 51st St","41.8006601483216783","-87.6877365416083916","143"
"Evans Ave & 75th St","41.7584962762237762","-87.6064187404195804","143"
"Fullerton & Monitor","41.9218746607801418","-87.7711116620567376","141"
"Komensky Ave & 55th St","41.7924516816428571","-87.7231209752857143","140"
"Lawler Ave & 50th St","41.8014296437857143","-87.7493165135714286","140"
"Central Ave & Madison St","41.8801239169285714","-87.7632213767142857","140"
"Narragansett & McLean","41.9167072314598540","-87.7860798482481752","137"
"Pulaski & Ann Lurie Pl","41.8174222321897810","-87.7234829937956204","137"
"Public Rack - Avers & Lawrence","41.9684347287500000","-87.7242169930147059","136"
"Kedzie Ave & 45th St","41.8107226763970588","-87.7020316146323529","136"
"Exchange Ave & 79th St","41.7517395680147059","-87.5527647052941176","136"
"Houston Ave & 92nd St","41.7282061925185185","-87.5496041756296296","135"
"Ewing Ave & Burnham Greenway","41.7993738893333333","-87.5875107171851852","135"
"Mason Ave & Belmont Ave","41.9389447500000000","-87.7716048886567164","134"
"Vernon Ave & 79th St","41.7509481453383459","-87.6137875271428571","133"
"Steelworkers Park","41.7385376680152672","-87.5305872154961832","131"
"Pulaski Rd & 60th St","41.7827159699236641","-87.7216590134351145","131"
"California Ave & 36th St","41.8287439318461538","-87.6931878567692308","130"
"Leavitt St/North Ave","41.9100942959230769","-87.6823090359230769","130"
"Western Ave & 28th St","41.8415256555384615","-87.6851524889230769","130"
"Pulaski Rd & Congress Pkwy","41.8744116597674419","-87.7261030139534884","129"
"Halsted St & 78th St","41.7525019034108527","-87.6437952553488372","129"
"Halsted St & 51st St","41.8017903896093750","-87.6452252589062500","128"
"Stewart Ave & 83rd St","41.7437170084126984","-87.6340873577777778","126"
"Meade Ave & Addison St","41.9470680056000000","-87.7792220253600000","125"
"Stony Island Ave & 90th St","41.7313965196800000","-87.5857501924800000","125"
"Nordica & Medill","41.9211627425600000","-87.8010452240000000","125"
"Mozart St & Jackson Blvd","41.8787985669600000","-87.6987452472800000","125"
"Damen Ave/Coulter St","41.8492035123387097","-87.6756460929838710","124"
"Public Rack - Washington Park Ct & 51st St","41.8021550710655738","-87.6151905054098361","122"
"Latrobe Ave & Chicago Ave","41.8947364677500000","-87.7568823092500000","120"
"Oak Park & Wellington","41.9324405203333333","-87.7977964503333333","120"
"Cottage Grove Ave & 111th Pl","41.6916862604201681","-87.6100076870588235","119"
"Stewart Ave & 63rd St","41.7798393254621849","-87.6347751483193277","119"
"Public Rack - Lafayette Ave & 95th St","41.7215075501680672","-87.6239245203361345","119"
"Public Rack - Hollywood Park","41.9892723254621849","-87.7118049788235294","119"
"Dauphin Ave & 87th St","41.7365126678991597","-87.6012621487394958","119"
"Roscoe & Harlem","41.9410630881512605","-87.8081410205042017","119"
"Laramie Ave & Kinzie St","41.8878311973728814","-87.7556052941525424","118"
"Greenwood Ave & 91st St","41.7286144155084746","-87.5972943472033898","118"
"Maplewood Ave & 59th St","41.7872916801709402","-87.6881358711111111","117"
"Shabbona Park","41.9436086031034483","-87.7995062653448276","116"
"Loomis Blvd & 84th St","41.7415260253043478","-87.6584149533043478","115"
"East End Ave & 87th St","41.7368102706956522","-87.5828022159130435","115"
"Kildare Ave & 26th St","41.8427644528695652","-87.7313887461739130","115"
"Albany Ave & 16th St","41.8594143849122807","-87.7026038777192982","114"
"Ashland Ave & 63rd St","41.7793646193859649","-87.6648747004385965","114"
"Public Rack - California Ave & Devon Ave - NE","41.9983755629824561","-87.6997499716666667","114"
"Damen Ave & 51st St","41.8009072618750000","-87.6746627657142857","112"
"Jeffery Blvd & 76th St","41.7571236045045045","-87.5758441804504505","111"
"Halsted St & 111th St","41.6922795458181818","-87.6426958231818182","110"
"Karlov Ave & Madison St","41.8808562250000000","-87.7279397651851852","108"
"Kenneth Ave & 50th St","41.8016101146296296","-87.7330502223148148","108"
"Springfield Ave & 47th St","41.8089735672897196","-87.7206584591588785","107"
"California Ave & Granville Ave","41.9940317843925234","-87.6992922136448598","107"
"Ashland Ave & Garfield Blvd","41.7928826461320755","-87.6644346698113208","106"
"Cicero Ave & Quincy St","41.8776107245283019","-87.7453923086792453","106"
"Woodlawn Ave & 75th St","41.7591718284761905","-87.5957565065714286","105"
"Public Rack - Laramine Ave & Winnemac Ave","41.9716978581730769","-87.7577359726923077","104"
"Public Rack - Lockwood Ave & Diversey Ave","41.9304236670192308","-87.7597187663461538","104"
"Public Rack - Wilbur Wright College South","41.9583430280769231","-87.7874370554807692","104"
"Cottage Grove Ave & 71st St","41.7657315448543689","-87.6050110180582524","103"
"Doty Ave & 111th St","41.6950543189320388","-87.5988424970873786","103"
"Avenue O & 134th St","41.6518448398058252","-87.5401920076699029","103"
"Cicero Ave & Flournoy St","41.8721389362135922","-87.7466383946601942","103"
"Constance Ave & 95th St","41.7222396857281553","-87.5789665104854369","103"
"Public Rack - Lavergne & Lawrence","41.9679917349019608","-87.7524021949019608","102"
"Central Ave & Harrison St","41.8730025100000000","-87.7645037768627451","102"
"Harlem Ave & Grace St","41.9491169835294118","-87.8073665147058824","102"
"Hegewisch Metra Station","41.6485513157843137","-87.5461652541176471","102"
"Public Rack - Kenton Ave & Palmer St","41.9204330418627451","-87.7411903882352941","102"
"Burnham Greenway & 105th St","41.7045967991089109","-87.5282947775247525","101"
"Pulaski Rd & Eddy St (Temp)","41.9462656713000000","-87.7310450227000000","100"
"Public Rack - Austin Ave & Wrightwood Ave","41.9282993861000000","-87.7770237508000000","100"
"Hamlin Ave & 62nd Pl","41.7799485757000000","-87.7190834617000000","100"
"Troy Ave & 27th St","41.8421790520202020","-87.7033464291919192","99"
"Kostner Ave & Lake St","41.8859320185858586","-87.7354006593939394","99"
"Kenosha Ave & Wellington Ave","41.9344779286868687","-87.7337921267676768","99"
"Richmond St & 59th St","41.7871316421212121","-87.6977217806060606","99"
"Torrence Ave & 106th St","41.7028382552040816","-87.5598151894897959","98"
"Homan Ave & 65th St","41.7774954985714286","-87.7090066427551020","98"
"Rockwell St & 57th St","41.7902657037755102","-87.6893369758163265","98"
"Ashland Ave & 78th St","41.7522214885567010","-87.6637799087628866","97"
"Homewood Ave & 115th St","41.6846010588541667","-87.6707824934375000","96"
"Stony Island Ave & South Chicago Ave","41.7511731390625000","-87.5853393235416667","96"
"Dauphin Ave & 103rd St","41.7072828191666667","-87.6076701816666667","96"
"California Ave & Marquette Rd","41.7712491591666667","-87.6926105696875000","96"
"Sacramento Ave & Pershing Rd","41.8216069064583333","-87.6997702831250000","96"
"Archer Ave & 43rd St","41.8171337100000000","-87.7015222784375000","96"
"Stony Island Ave & 82nd St","41.7465624157894737","-87.5860002221052632","95"
"Public Rack - Milwaukee Ave & Kennedy Expy","41.9712496603191489","-87.7638275193617021","94"
"W 103rd St & S Avers Ave","41.7073135814893617","-87.7181194244680851","94"
"Central Park Ave & Ohio St","41.8911395250000000","-87.7178334441304348","92"
"Public Rack - Pulaski Rd & 44th St","41.8113199626373626","-87.7212332116483516","91"
"Public Rack - Prairie Ave & Garfield Blvd S","41.7942706713186813","-87.6190175223076923","91"
"Public Rack - Rockwell Ave & Touhy Ave ","42.0115995023076923","-87.6966651670329670","91"
"Tripp Ave & 65th St","41.7727320508888889","-87.7293523398888889","90"
"Indiana Ave & 103rd St","41.7070866797752809","-87.6185540757303371","89"
"Monticello Ave & Chicago Ave","41.8963542856976744","-87.7180499898837209","86"
"Public Rack - Hoyne Ave & 110th Pl","41.6907078265116279","-87.6712951658139535","86"
"Public Rack - California Ave & Touhy Ave - NW","42.0114890488372093","-87.6999327393023256","86"
"Marshfield Ave & 59th St","41.7868040933720930","-87.6662052613953488","86"
"Lamon Ave & Chicago Ave","41.8963409061176471","-87.7486531470588235","85"
"Ellis Ave & 83rd St","41.7441257860714286","-87.5990647816666667","84"
"Maryland Ave & 104th St","41.7079581114285714","-87.6013523403571429","84"
"Clyde Ave & 87th St","41.7371828000000000","-87.5726937401204819","83"
"Public Rack - Kimball Ave & Carmen Ave","41.9727495761445783","-87.7123418624096386","83"
"Public Rack - Campbell Ave & Pratt Blvd","42.0057469137804878","-87.6922222039024390","82"
"Orange & Addison","41.9428016117283951","-87.8224322060493827","81"
"MLK Jr Dr & 83rd St","41.7431068171604938","-87.6148020861728395","81"
"Bloomingdale Ave & Harlem Ave","41.9112718857500000","-87.8073607615000000","80"
"Kildare Ave & Division St","41.9020184086250000","-87.7330419451250000","80"
"Public Rack - Parkside & Archer","41.7959491969620253","-87.7632557398734177","79"
"Eberhart Ave & 91st St","41.7292823084810127","-87.6113253629113924","79"
"Public Rack - Olmstead Ave & Oliphant Ave","42.0021456246052632","-87.8173337325000000","76"
"Kildare Ave & Chicago Ave","41.8969354265789474","-87.7323988986842105","76"
"Public Rack - Haft Ave & Milwaukee Ave","41.9957133257894737","-87.7865101626315789","76"
"Public Rack - Nashotah & Northwest Hwy","41.9881545801315789","-87.7912857968421053","76"
"Albany Ave & Douglas Blvd","41.8629914142666667","-87.7027859309333333","75"
"Damen Ave & 74th St","41.7592771018666667","-87.6736556256000000","75"
"Public Rack - Prairie Ave & 47th St ","41.8097606228378378","-87.6196099081081081","74"
"Central Park Ave & Douglas Blvd","41.8619688110958904","-87.7165527547945205","73"
"Public Rack - Fullerton Ave & Narragansett Ave","41.9228167491780822","-87.7868788328767123","73"
"Loomis St & 89th St","41.7324258193150685","-87.6580696672602740","73"
"Elizabeth St & 47th St","41.8083984163013699","-87.6565260121917808","73"
"Vincennes Ave & 75th St","41.7579676634246575","-87.6312112404109589","73"
"Public Rack - Sacramento Ave & Devon Ave","41.9982123195890411","-87.7032851036986301","73"
"Public Rack - Kilbourn Ave & Fullerton Ave","41.9201221643835616","-87.7399946939726027","73"
"Oketo Ave & Addison St","41.9436811454794521","-87.8111828283561644","73"
"North Ave & New England Ave","41.9095340147222222","-87.7981425400000000","72"
"Cottage Grove Ave & 78th St","41.7531825909722222","-87.6050146522222222","72"
"Summit Ave & 86th St","41.7399667173611111","-87.6453906763888889","72"
"Public Rack - Irving Park Rd & Leclaire Ave","41.9531825826388889","-87.7545459720833333","72"
"Public Rack - Menard Ave & Dakin St - midblock","41.9515997498591549","-87.7717017298591549","71"
"Ashland Ave & 74th St","41.7592087542253521","-87.6634784969014085","71"
"Kildare & Cermak","41.8511126242253521","-87.7316335712676056","71"
"Public Rack - Jonathan Y Scammon Public School","41.9410836634285714","-87.7316206087142857","70"
"Lawndale Ave & 16th St","41.8592855847142857","-87.7180572534285714","70"
"Public Rack - Milwaukee Ave & Culyer Ave","41.9535324650000000","-87.7496033837142857","70"
"Plainfield & Irving Park","41.9512673724637681","-87.8320404398550725","69"
"Vernon Ave & 107th St","41.7001698865217391","-87.6122939697101449","69"
"Homan Ave & Fillmore St","41.8687368162318841","-87.7105482781159420","69"
"Seeley Ave & Garfield Blvd","41.7941162495588235","-87.6754885942647059","68"
"La Villita Park (Albany/30th)","41.8395369704477612","-87.7012727516417910","67"
"Hastings LWS","41.8600000000000000","-87.6800000000000000","67"
"Public Rack - Pulaski & Rosemont","41.9952376377611940","-87.7288549940298507","67"
"Public Rack - Throop St & 58th St","41.7886556976119403","-87.6563706071641791","67"
"Public Rack - Central Ave & Pensacola Ave","41.9600125480303030","-87.7672972672727273","66"
"Oglesby Ave & 100th St","41.7133695950000000","-87.5658548825757576","66"
"Public Rack - King Dr & 115th St","41.6874206831818182","-87.6118747759090909","66"
"Public Rack - Calumet Ave & 51st St","41.8021192213636364","-87.6183191862121212","66"
"Public Rack - Lawndale Ave & 23rd St","41.8498224460606061","-87.7166699046969697","66"
"Avenue O & 118th St","41.6810125456923077","-87.5379692392307692","65"
"Public Rack - Sawyer Ave & Lawrence Ave","41.9685798100000000","-87.7097506417187500","64"
"Halsted St & 56th St","41.7929794451562500","-87.6450146650000000","64"
"Tripp Ave & 31st St","41.8380250751562500","-87.7303332878125000","64"
"Public Rack - Loomis St & 87th St","41.7398650740625000","-87.6599332214062500","64"
"Kildare Ave & 55th St","41.7917097867187500","-87.7302979885937500","64"
"Major Ave & Bloomingdale Ave","41.9120975736507937","-87.7688568147619048","63"
"Leamington Ave & Hirsch St","41.9073620503174603","-87.7531126798412698","63"
"Public Rack - Stewart Ave & 123rd St","41.6703411528571429","-87.6321014322222222","63"
"Public Rack - Keystone Ave & Irving Park Rd","41.9529643926984127","-87.7299135404761905","63"
"Public Rack - Forest Glen & Peterson","41.9898734574603175","-87.7427254376190476","63"
"Halsted St & 104th St","41.7051502041935484","-87.6424247533870968","62"
"Harding Ave & 26th St","41.8430339311290323","-87.7221854041935484","62"
"Halsted St & 73rd St","41.7616174903278689","-87.6441443070491803","61"
"Kedzie Ave & 104th St","41.7031443981967213","-87.7011152181967213","61"
"Public Rack - Kedzie Ave & Archer Ave","41.8119756395081967","-87.7029632006557377","61"
"Damen Ave & 33rd St","41.8340953798333333","-87.6756180361666667","60"
"Public Rack - Ashland Ave & 91st St","41.7284461416666667","-87.6626407016666667","60"
"Sacramento Blvd & Polk St","41.8705276385000000","-87.7001605733333333","60"
"Wabash Ave & 83rd St","41.7433577808333333","-87.6228364750000000","60"
"Public Rack - Keystone Ave & North Ave","41.9099108962711864","-87.7287703006779661","59"
"Public Rack - Jensen Park","41.9637906279661017","-87.7205541116949153","59"
"State St & 76th St","41.7570156647457627","-87.6246117633898305","59"
"Public Rack - Kimball Ave & Lawrence Ave","41.9681407649152542","-87.7130821261016949","59"
"Long Ave & North Ave","41.9094819230508475","-87.7606059279661017","59"
"Public Rack - Kilpatrick & Elston","41.9699547467241379","-87.7428780282758621","58"
"Ashland Ave & 66th St","41.7740771522413793","-87.6637810696551724","58"
"Whipple St & Roosevelt Rd","41.8668997939655172","-87.7015519781034483","58"
"Public Rack - 63rd Pl & Narraganssett Ave","41.7768883548275862","-87.7819066587931034","58"
"Marquette Ave & 89th St","41.7336832055172414","-87.5584287224137931","58"
"Public Rack - Pulaski Rd & Fullerton Ave","41.9235436310526316","-87.7282197778947368","57"
"Kenneth Ave & Lawrence Ave","41.9678400461403509","-87.7400001442105263","57"
"Public Rack - Laramie Ave & Belmont Ave","41.9388390078947368","-87.7562575171929825","57"
"S Wentworth Ave & W 111th St","41.6914591310526316","-87.6290084473684211","57"
"Rockwell St & 63rd St","41.7792640287500000","-87.6891394569642857","56"
"Public Rack - 4810 Keeler Ave","41.9683615941071429","-87.7329001916071429","56"
"Public Rack - Avondale Ave & Addison St","41.9477308769642857","-87.7199310112500000","56"
"Tripp Ave & 15th St","41.8605520951785714","-87.7310413500000000","56"
"Torrence Ave & 126th Pl","41.6662972940000000","-87.5571917909090909","55"
"Public Rack - State ST & 42nd St","41.8194887205555556","-87.6277880442592593","54"
"Karlov Ave & Lawrence Ave","41.9679397050000000","-87.7303909748148148","54"
"Altgeld Gardens","41.6568625520370370","-87.5988157246296296","54"
"Yates Blvd & 93rd St","41.7261656288888889","-87.5662938194444444","54"
"Menard Ave & Division St","41.9017107025925926","-87.7703736464814815","54"
"Public Rack - Lockwood & Archer","41.7968124762264151","-87.7553306007547170","53"
"Public Rack - Halsted St & 95th St - SE","41.7203118030769231","-87.6412936734615385","52"
"Public Rack - Western Ave & 96th St","41.7187296140384615","-87.6815427500000000","52"
"Phillips Ave & 83rd St","41.7445348501923077","-87.5650767903846154","52"
"Woodlawn & 103rd","41.7073813346153846","-87.5940493846153846","52"
"Public Rack - Milwaukee Ave & Addison St","41.9475062757692308","-87.7370741532692308","52"
"Public Rack - Christiana Ave & Archer Ave","41.8103531570588235","-87.7095630882352941","51"
"Public Rack - Milwaukee Ave & Catalpa Ave","41.9773351576470588","-87.7690331001960784","51"
"Public Rack - Martin Luther King Dr & 44th St","41.8142501368627451","-87.6164165666666667","51"
"Public Rack - California Ave & Devon Ave - NW","41.9989478300000000","-87.6997564370588235","51"
"Racine Ave & 61st St","41.7831877401960784","-87.6543618647058824","51"
"Halsted St & 59th St","41.7875648225490196","-87.6448762149019608","51"
"Bennett Ave & 79th St","41.7518007825490196","-87.5785006772549020","51"
"Public Rack - Cicero Ave & Roscoe St","41.9420242060784314","-87.7477095917647059","51"
"Public Rack - Karlov Ave & Lawrence Ave","41.9684328028000000","-87.7300206480000000","50"
"Parkside Ave & Armitage Ave","41.9183313772000000","-87.7684970286000000","50"
"Public Rack - Melvina Ave & Belmont Ave","41.9391929710000000","-87.7806627040000000","50"
"Troy St & Jackson Blvd","41.8784205348000000","-87.7030933828000000","50"
"Public Rack - N Narragansett Ave & Grand Ave","41.9219199867346939","-87.7845338259183673","49"
"Public Rack - Brandon Ave & 91st St","41.7301153955102041","-87.5475838183673469","49"
"Public Rack - 111th St - Morgan Park Metra","41.6919963127083333","-87.6704097297916667","48"
"Public Rack - Cicero Ave & Altgeld St","41.9267474897916667","-87.7473012247916667","48"
"Public Rack - Springfield Ave & Lawrence Ave","41.9683802833333333","-87.7258201089583333","48"
"Public Rack - Oketo Ave & Belmont Ave","41.9387783931250000","-87.8112132306250000","48"
"Public Rack - Kimball & Ardmore","41.9870759725000000","-87.7138691106250000","48"
"Mayfield & Roosevelt Rd","41.8663106800000000","-87.7714634156250000","48"
"Public Rack - Kedzie Ave & 58th St","41.7890079370212766","-87.7020990576595745","47"
"Public Rack - Cicero Ave & North Ave","41.9095911840425532","-87.7461384257446809","47"
"Springfield Ave & North Ave","41.9101684802127660","-87.7238299972340426","47"
"Public Rack - Hamlin Ave & Grand Ave","41.9022461756521739","-87.7201738371739130","46"
"Public Rack - Christiana & Lincoln","41.9932353032608696","-87.7124756513043478","46"
"Spaulding Ave & 63rd St","41.7797435797826087","-87.7086572910869565","46"
"Public Rack - Laramie Ave & Grand Ave","41.9177473534782609","-87.7568159736956522","46"
"Olive Harvey College","41.7095513882222222","-87.5902334031111111","45"
"Public Rack - Forrestville Ave & 47th St","41.8094528073333333","-87.6126391364444444","45"
"Public Rack - N. Oakview and W. Gregory St","41.9801252577777778","-87.8437699571111111","45"
"Public Rack - Neva Ave & Grand Ave","41.9229709473333333","-87.8037588140000000","45"
"Public Rack - 56th St & Mulligan Ave","41.7903862843181818","-87.7799613893181818","44"
"Public Rack - Nordica & Archer","41.7921720340909091","-87.7978037679545455","44"
"Public Rack - Karlov Ave & Milwaukee Ave","41.9415515075000000","-87.7298855402272727","44"
"Menard Ave & North Ave","41.9098228386363636","-87.7701299761363636","44"
"Spaulding Ave & 16th St","41.8591192650000000","-87.7083397220454545","44"
"Public Rack - Karlov Ave & Kamerling Ave","41.9076437304651163","-87.7293536939534884","43"
"Public Rack - Kildare Ave & North Ave","41.9099205000000000","-87.7327169653488372","43"
"Augusta Blvd & Laramie Ave","41.8987105200000000","-87.7557011172093023","43"
"Public Rack - Western Ave & 110th St","41.6933978730232558","-87.6810393604651163","43"
"Public Rack - Tripp Ave & North Ave","41.9099268053488372","-87.7321194727906977","43"
"California Ave & 29th St","41.8401912806976744","-87.6932622527906977","43"
"Lavergne Ave & Fullerton Ave","41.9239943306976744","-87.7511769834883721","43"
"Laramie Ave & Gladys Ave","41.8758095690476190","-87.7553193607142857","42"
"Public Rack - St Louis Ave & Berteau Ave","41.9585765847619048","-87.7157929595238095","42"
"Public Rack - S. New England/ W. 65th","41.7736318254761905","-87.7932408714285714","42"
"Public Rack - Columbus & 79th","41.7492974317500000","-87.7040432682500000","40"
"Public Rack - S Menard & W 63rd","41.7776545310000000","-87.7673195985000000","40"
"S Aberdeen St & W 106th St","41.7011078517500000","-87.6494216235000000","40"
"Public Rack - McCormick Blvd & Devon Ave","41.9984025432500000","-87.7108550755000000","40"
"Keeler Ave & Roosevelt Rd","41.8667378417500000","-87.7299952295000000","40"
"Public Rack - Nagel & Higgins","41.9764933325641026","-87.7877458961538462","39"
"Major Taylor Trail & 124th St","41.6687051651282051","-87.6371456494871795","39"
"Public Rack - Milwaukee Ave & Pensacola Ave","41.9595760371794872","-87.7527594233333333","39"
"Michigan Ave & 114th St","41.6870243517948718","-87.6211173920512821","39"
"Public Rack - Harper Ave & 63rd St","41.7807226543589744","-87.5879786915384615","39"
"Public Rack - 61st St & Melvina Ave","41.7806933000000000","-87.7774129931578947","38"
"Commercial Ave & 100th St","41.7133152336842105","-87.5511369418421053","38"
"Public Rack - Avers & Granville","41.9937818660526316","-87.7248910484210526","38"
"South Chicago Ave & 83rd St","41.7439259851351351","-87.5752157056756757","37"
"Public Rack - Komensky Ave & 31st St","41.8400000000000000","-87.7300000000000000","37"
"Public Rack - Komensky Ave & 63rd St","41.7790339362162162","-87.7226238451351351","37"
"Public Rack - Central Ave & George St","41.9317491548648649","-87.7675526924324324","37"
"Public Rack - Talman Ave & Pershing Rd","41.8219776397297297","-87.6905181886486486","37"
"Public Rack - Hiawatha & Mendota","42.0071433994594595","-87.7780864221621622","37"
"Public Rack - Lotus Ave & Lawrence Ave","41.9680397429729730","-87.7630416494594595","37"
"Public Rack - Austin Ave & Roscoe St","41.9410276100000000","-87.7783400416216216","37"
"Public Rack - Kedzie Ave & 60th St","41.7852139829729730","-87.7031040997297297","37"
"Kilbourn Ave & Roscoe St","41.9427362700000000","-87.7395521359459459","37"
"Public Rack - Western & 79th","41.7508387075000000","-87.6825777658333333","36"
"Public Rack - Elston Ave & Kenneth Ave","41.9678896433333333","-87.7396024825000000","36"
"Public Rack - Central Ave & Lawrence Ave","41.9680866191666667","-87.7679402966666667","36"
"Public Rack - Keating & Peterson","41.9900986516666667","-87.7471743333333333","36"
"Public Rack - Laramie Ave & Fullerton Ave","41.9226019600000000","-87.7579929319444444","36"
"Public Rack - Foster Ave & Drake Ave","41.9759702320000000","-87.7179484631428571","35"
"Public Rack - Leamington & Elston","41.9780726845714286","-87.7566284414285714","35"
"S Michigan Ave & E 118th St","41.6798742761764706","-87.6205408311764706","34"
"Public Rack - Neva & Foster","41.9740945317647059","-87.8066121300000000","34"
"Panama Ave & Grace St","41.9493095714705882","-87.8297819523529412","34"
"Public Rack - Michigan Ave & 96th St","41.7190145191176471","-87.6205925191176471","34"
"Public Rack - Monticello & Lawrence","41.9683338051515152","-87.7195521275757576","33"
"Karlov Ave & Armitage Ave","41.9174550445454545","-87.7289568233333333","33"
"Kedzie Ave & 66th Pl","41.7725765984848485","-87.7030923678787879","33"
"Public Rack - Lawrence Ave & Kimball Ave","41.9686033672727273","-87.7121807148484848","33"
"Eberhart Ave & 131st St","41.6582757584848485","-87.6107242118181818","33"
"Public Rack - Kedzie Ave & 62nd Pl","41.7800446981250000","-87.7021001759375000","32"
"Public Rack - Sawyer Ave & Chicago Ave","41.8957700253125000","-87.7082379493750000","32"
"Throop St & 52nd St","41.7996633068750000","-87.6571983946875000","32"
"Public Rack - Western Ave & 47th Pl","41.8089914284375000","-87.6825117715625000","32"
"Public Rack - Milwaukee Ave & Lawrence Ave","41.9678649671875000","-87.7602329693750000","32"
"Public Rack - Lorel Ave & Grand Ave","41.9188212968750000","-87.7598100543750000","32"
"Public Rack - Sayer & Northwest Hwy","41.9926213361290323","-87.8014885229032258","31"
"Public Rack - Melvina & Foster","41.9757374909677419","-87.7832540758064516","31"
"Public Rack - Evans Ave & 63rd St","41.7804668580645161","-87.6075374961290323","31"
"Public Rack - Normal Ave & 111th St","41.6922433425806452","-87.6358329500000000","31"
"Public Rack - Norwood Park Station ","41.9921495670967742","-87.7991676435483871","31"
"Racine Ave & 65th St","41.7754068132258065","-87.6543104522580645","31"
"Public Rack - Irving Park Rd & Austin Ave","41.9528911664516129","-87.7773393638709677","31"
"Racine Ave & Fullerton Ave (Temp)","41.9255140000000000","-87.6583990000000000","30"
"Public Rack - Baltimore Ave & 133rd St","41.6521739786666667","-87.5481710016666667","30"
"Public Rack - South Shore Dr & 71st St","41.7687206926666667","-87.5608993593333333","30"
"Indiana Ave & 133rd St","41.6527202873333333","-87.6178790213333333","30"
"Public Rack - Lynch & Elston","41.9810262133333333","-87.7613776516666667","30"
"Public Rack - Kedzie Ave & Chicago Ave","41.8955542696666667","-87.7063583030000000","30"
"Public Rack - Rockwell & 111th St","41.6908072390000000","-87.6875725663333333","30"
"Public Rack - Greenwood Ave & Lake Park Ave","41.8177728593103448","-87.5996086968965517","29"
"Public Rack - Minuteman Park","41.7858344120689655","-87.7623478182758621","29"
"Public Rack - Menard Ave & Grand Ave","41.9198154910344828","-87.7707914331034483","29"
"Woodlawn & 103rd - Olive Harvey Vaccination Site","41.7099095862068966","-87.5901385344827586","29"
"Public Rack - Cottage Grove & 86th St","41.7383594758620690","-87.6042353417241379","29"
"Public Rack - Hamilton Ave & 95th St","41.7207286520689655","-87.6773692875862069","29"
"Ada St & 113th St","41.6875661713793103","-87.6554081503448276","29"
"Public Rack - Kedzie Ave & 54th St - SE","41.7926418360714286","-87.7022586217857143","28"
"Public Rack - Marshfield Ave & 87th St","41.7370707875000000","-87.6626355021428571","28"
"Public Rack - Western & 83rd","41.7431146028571429","-87.6824325917857143","28"
"Public Rack - Western Ave & 100th St","41.7113953210714286","-87.6815203267857143","28"
"Public Rack - Spaulding Ave & Bryn Mawr Ave","41.9817524407407407","-87.7107790470370370","27"
"California Ave & 71st St","41.7647548903703704","-87.6931219959259259","27"
"Public Rack - Avers Ave & Archer Ave","41.8023007103703704","-87.7197675222222222","27"
"Public Rack - Bishop St & 46th St","41.8097476751851852","-87.6611423159259259","27"
"Eggleston Ave & 92nd St","41.7276225718518519","-87.6348748285185185","27"
"Public Rack - Mobile Ave & Archer Ave","41.7927684092592593","-87.7802132607407407","27"
"Public Rack - Laramie Ave & Warwick Ave","41.9490944380769231","-87.7578489976923077","26"
"Public Rack - California Ave & Marquette Rd","41.7700000000000000","-87.6900000000000000","26"
"Public Rack - Eli Whitney Public School","41.8400685907692308","-87.7261154280769231","26"
"Public Rack - Racine Ave & 74th St","41.7594684403846154","-87.6537066330769231","26"
"Public Rack - Melvina Ave & Montrose Ave","41.9589874924000000","-87.7817765748000000","25"
"Public Rack - Winona St & Elston Ave","41.9734917628000000","-87.7503400056000000","25"
"Lavergne Ave & Division St","41.9015725136000000","-87.7506663764000000","25"
"Public Rack - California Ave & Ogden Ave","41.8607829072000000","-87.6959183500000000","25"
"Public Rack - Bryn Mawr Ave & Spaulding Ave","41.9830704616666667","-87.7116046933333333","24"
"Public Rack - Ford City Mall","41.7575104066666667","-87.7412443729166667","24"
"Public Rack - Throop St & 109th Pl","41.6912041729166667","-87.6510376933333333","24"
"Public Rack - Sayre Ave & 59th St","41.7842752066666667","-87.7961781637500000","24"
"Public Rack - Lemont Ave & Keating Ave","41.9912067233333333","-87.7470640483333333","24"
"Public Rack - Western Ave & Jarvis Ave","42.0170523441666667","-87.6902567100000000","24"
"Public Rack - Langley Ave & Oakwood Blvd","41.8227032800000000","-87.6095974995833333","24"
"Public Rack - Kostner Ave & Wrightwood Ave","41.9284676121739130","-87.7370227934782609","23"
"Washtenaw Ave & Madison St","41.8812771191304348","-87.6938293521739130","23"
"Rhodes Ave & 71st St","41.7660148304347826","-87.6117211986956522","23"
"Public Rack - St Louis & Lincoln","41.9960149900000000","-87.7166346230434783","23"
"Public Rack - Kostner & Peterson","41.9899501840909091","-87.7383654954545455","22"
"Public Rack - Drake Ave & Leland Ave","41.9665489931818182","-87.7173363209090909","22"
"Public Rack - Fairfield Ave & 63rd St","41.7797464245454545","-87.6909525372727273","22"
"Public Rack - Kedzie Ave & 61st Pl E","41.7812659740909091","-87.7015373477272727","22"
"Public Rack - Mozart Elementary School","41.9208489081818182","-87.7213116490909091","22"
"Public Rack - Kedvale Ave & Avondale Ave","41.9525159022727273","-87.7310393486363636","22"
"Public Rack - Spaulding Ave & Foster Ave","41.9778922327272727","-87.7103104463636364","22"
"Public Rack - Cicero Ave & Cortland St - midblock","41.9174568081818182","-87.7476053845454545","22"
