"start_station_name","lat","lng","total_trips"
"Lincoln Ave & Byron St","41.9520984266579786","-87.6775299893686649","3453"
"Wood St & Webster Ave","41.9210445518811594","-87.6728057869768116","3450"
"St. Louis Ave & Fullerton Ave","41.9248329406050029","-87.7145165177108784","3438"
"W Oakdale Ave & N Broadway","41.9365790034932709","-87.6431460146401404","3418"
"California Ave & Montrose Ave","41.9610611144398706","-87.6954283291678918","3401"
"Western Ave & Roscoe St","41.9430371814960165","-87.6873006561493066","3389"
"Indiana Ave & 26th St","41.8457498393463472","-87.6225300477255250","3381"
"Claremont Ave & Hirsch St","41.9077648460504451","-87.6858620925578635","3370"
"W Armitage Ave & N Sheffield Ave","41.9185002078806334","-87.6523960399482339","3284"
"Kimball Ave & Belmont Ave","41.9393983447795468","-87.7120895250979792","3266"
"Campbell Ave & Fullerton Ave","41.9242778338873500","-87.6885373342813173","3249"
"Sheridan Rd & Columbia Ave","42.0045701501635298","-87.6614449331996297","3241"
"Damen Ave & Madison St","41.8814314019144981","-87.6749167626270136","3228"
"Ashland Ave & Belle Plaine Ave","41.9560780241377171","-87.6688515629745658","3224"
"Leavitt St & Addison St","41.9466077283862928","-87.6833504326012461","3210"
"Clinton St & 18th St","41.8579330415796059","-87.6408384255270566","3197"
"Canal St & Harrison St","41.8742549716269592","-87.6395656947053292","3190"
"Halsted St & 35th St","41.8306697784813304","-87.6471470462190147","3187"
"Campbell Ave & Montrose Ave","41.9615448369562460","-87.6911904065282181","3154"
"Shields Ave & 28th Pl","41.8427715461739407","-87.6354915601465435","3139"
"Leavitt St & Lawrence Ave","41.9688692958463500","-87.6840196499043672","3137"
"Racine Ave & 15th St","41.8613213161489294","-87.6565510791914350","3129"
"Halsted St & Archer Ave","41.8472062469937848","-87.6468331238632646","3057"
"California Ave & Fletcher St","41.9384216366012637","-87.6979989965746591","3007"
"Emerald Ave & 28th St","41.8435809953460381","-87.6453969986726847","2991"
"State St & 19th St","41.8565807490433031","-87.6275467683115139","2979"
"Central Park Ave & Elbridge Ave","41.9353492091528295","-87.7168594794578109","2951"
"Troy St & North Ave","41.9098018515188583","-87.7053018308019028","2943"
"Chicago Ave & Washington St","42.0325655261303602","-87.6791555394854202","2915"
"University Library (NU)","42.0529380617899102","-87.6733973480165860","2894"
"Elston Ave & Wabansia Ave","41.9128997603229167","-87.6641576896840278","2880"
"Damen Ave & Wabansia Ave","41.9122362087033810","-87.6773872407772743","2869"
"Laflin St & Cullerton St","41.8548862932882562","-87.6636340493629893","2810"
"Damen Ave & Walnut (Lake) St","41.8859497594368723","-87.6770205830093257","2788"
"N Carpenter St & W Lake St","41.8869517535732554","-87.6521640636097917","2737"
"Halsted St & 21st St","41.8537922488839941","-87.6465846320558003","2724"
"Hoyne Ave & Balmoral Ave","41.9798813292353823","-87.6819480514992504","2668"
"Washtenaw Ave & Lawrence Ave","41.9689141829902329","-87.6961249512321563","2662"
"Paulina St & Howard St","42.0191509388120301","-87.6735638993082707","2660"
"Greenwood Ave & 47th St","41.8098166392090395","-87.5993473764030132","2655"
"Kosciuszko Park","41.9305569657342393","-87.7238131571007928","2649"
"Clark St & Columbia Ave","42.0044539333967288","-87.6724004009623431","2629"
"Central Park Ave & Bloomingdale Ave","41.9141627319129439","-87.7167631049713631","2619"
"Avondale Ave & Irving Park Rd","41.9534035326595338","-87.7319841006419564","2617"
"Woodlawn Ave & 58th St","41.7893877693800539","-87.5964842970889488","2597"
"Oakley Ave & Irving Park Rd","41.9543168967569659","-87.6860807004798762","2584"
"Troy St & Elston Ave","41.9452304639423836","-87.7066452155406472","2534"
"California Ave & Byron St","41.9521613224200553","-87.6980622418594552","2533"
"Western Ave & Monroe St","41.8798101135387046","-87.6860765946524487","2532"
"Wentworth Ave & 35th St","41.8307846103086664","-87.6325025760546102","2527"
"Halsted St & North Branch St","41.8993745500238949","-87.6485196804141776","2511"
"Ogden Ave & Roosevelt Rd","41.8664420531652661","-87.6846228623649460","2499"
"Avers Ave & Belmont Ave","41.9394073242525458","-87.7235695848105906","2455"
"Lincoln Ave & Winona St","41.9748990988430090","-87.6926190123385119","2446"
"Wilton Ave & Diversey Pkwy*","41.9324191995587629","-87.6527160762639175","2425"
"May St & Cullerton St","41.8552486603932119","-87.6541665759644040","2416"
"University Ave & 59th St","41.7878744082105701","-87.5989329988264669","2403"
"Damen Ave & Cullerton St","41.8549718063306955","-87.6756587799291962","2401"
"Cherry Ave & Blackhawk St","41.9072263614630872","-87.6556439402058166","2235"
"Wallace St & 35th St","41.8306740570940171","-87.6412754519928025","2223"
"Rockwell St & Fletcher St","41.9391026005839080","-87.6922446319172414","2175"
"N Sheffield Ave & W Wellington Ave","41.9371905536154554","-87.6528172195078197","2174"
"Glenwood Ave & Touhy Ave","42.0127512801358950","-87.6660428742642924","2134"
"Kedzie Ave & Leland Ave","41.9666834643494598","-87.7080752698543917","2129"
"Malcolm X College","41.8776523165850144","-87.6738883141306436","2082"
"Francisco Ave & Foster Ave","41.9756496233510125","-87.7014256375024108","2074"
"Albany Ave & Montrose Ave","41.9610303878143133","-87.7058650082543520","2068"
"Manor Ave & Leland Ave","41.9658739238379427","-87.7008280423629306","2061"
"Smith Park","41.8920166965954347","-87.6893727555172414","2059"
"Lake Park Ave & 47th St","41.8094365356399027","-87.5918781521362530","2055"
"Wells St & 19th St","41.8567961845200784","-87.6338653285504407","2042"
"Campbell Ave & Augusta Blvd","41.8995295900932744","-87.6894728721698576","2037"
"Noble St & Milwaukee Ave (Temp)","41.8998257347099312","-87.6614900993067847","2034"
"Sheridan Rd & Greenleaf Ave","42.0105895464381520","-87.6624133474068554","2013"
"N Paulina St & Lincoln Ave","41.9430127604350000","-87.6712430685850000","2000"
"Racine Ave & 35th St","41.8306610477716018","-87.6561900638908540","1979"
"Drake Ave & Addison St","41.9473675042058047","-87.7175954251398417","1895"
"Monticello Ave & Irving Park Rd","41.9539937114050901","-87.7190773463308590","1886"
"Winchester (Ravenswood) Ave & Balmoral Ave","41.9797716164897075","-87.6775617594907909","1846"
"Ashland Ave & Archer Ave","41.8391715281561822","-87.6656136273644252","1844"
"Bernard St & Elston Ave","41.9499282309782609","-87.7139632118152174","1840"
"Christiana Ave & Lawrence Ave","41.9682912924685964","-87.7118162223866739","1831"
"Spaulding Ave & Division St","41.9026826218027397","-87.7091193459506849","1825"
"Western Ave & Lunt Ave","42.0085463852610893","-87.6904250247950590","1781"
"Eastlake Ter & Howard St","42.0191957803737780","-87.6643163947556067","1739"
"Drexel Ave & 60th St","41.7858448537744534","-87.6045720101150748","1738"
"Western Ave & 21st St","41.8540962053097858","-87.6858132581818182","1727"
"N Southport Ave & W Newport Ave","41.9433444601118963","-87.6633199087043581","1698"
"Elston Ave & George St","41.9331515619976148","-87.6906693525700656","1677"
"MTV Hubbard St","41.8898150014932681","-87.6802647873623011","1634"
"Wentworth Ave & 24th St","41.8500784356795511","-87.6321500488466334","1604"
"Knox Ave & Montrose Ave","41.9606516729109159","-87.7453809412609787","1594"
"Woodlawn Ave & Lake Park Ave","41.8140896276844784","-87.5970089993702290","1572"
"MLK Jr Dr & Pershing Rd","41.8246191783398184","-87.6167933523735409","1542"
"Cottage Grove Ave & 51st St","41.8030249111243386","-87.6066139002182540","1512"
"Western Ave & Grace St","41.9502751026954733","-87.6885664659876543","1458"
"Evanston Civic Center","42.0570333327629734","-87.6865699968302945","1426"
"W Washington Blvd & N Peoria St","41.8831653228047921","-87.6499766940310078","1419"
"Cottage Grove Ave & 63rd St","41.7805673303107345","-87.6060269041454802","1416"
"Francisco Ave & Montrose Ave","41.9606802240830946","-87.7005984011103152","1396"
"Sawyer Ave & Irving Park Rd","41.9536114775018051","-87.7093015732563177","1385"
"N Damen Ave & W Chicago Ave","41.8963098159985528","-87.6783140041895803","1382"
"Kedzie Ave & Foster Ave","41.9756738229069767","-87.7092684461409884","1376"
"Racine Ave & 13th St","41.8650448502988338","-87.6569780092565598","1372"
"Cottage Grove Ave & 47th St","41.8098494563325909","-87.6067530921083890","1347"
"Clark St & Jarvis Ave","42.0159657017462687","-87.6750008562611940","1340"
"Loomis St & Archer Ave","41.8416349877177177","-87.6574600254879880","1332"
"Drake Ave & Montrose Ave","41.9611559308798776","-87.7165932756541699","1307"
"Prairie Ave & Garfield Blvd","41.7949247149223602","-87.6187358179503106","1288"
"South Shore Dr & 67th St","41.7736477745163807","-87.5674712277769111","1282"
"Leavitt St & Archer Ave","41.8287579856382146","-87.6806516171182459","1277"
"State St & 29th St","41.8417122366218354","-87.6269417412658228","1264"
"Western Ave & Granville Ave","41.9941677852614897","-87.6894496265689382","1262"
"Western Ave & Howard St","42.0189119505020243","-87.6900536314251012","1235"
"Clark St & Touhy Ave","42.0125410628003247","-87.6743123634253247","1232"
"Central Park Ave & North Ave","41.9096557031163548","-87.7166532495280716","1229"
"Warren Park West","42.0017736564244898","-87.6888305961632653","1225"
"Normal Ave & Archer Ave","41.8495263911330049","-87.6405855101477833","1218"
"Troy St & Grace St","41.9501825674281019","-87.7072328477732128","1217"
"Kedzie Ave & George St","41.9330065219483764","-87.7078601634637802","1201"
"South Shore Dr & 71st St","41.7664106858793970","-87.5656998142378559","1194"
"St. Louis Ave & Balmoral Ave","41.9801316429957806","-87.7159507628945148","1185"
"Clinton St & Polk St","41.8714576195342930","-87.6409372204572396","1181"
"Keystone Ave & Fullerton Ave","41.9245722703490401","-87.7278799123385689","1146"
"Central St Metra","42.0637289940035119","-87.6987092634767340","1139"
"N Shore Channel Trail & Argyle St","41.9716627281978799","-87.7021254925618375","1132"
"California Ave & Lake St","41.8844610021543986","-87.6962582234560144","1114"
"Dorchester Ave & 49th St","41.8057428520433996","-87.5924718271247740","1106"
"Western Ave & Berteau Ave","41.9583525130138249","-87.6887783719539171","1085"
"Cottage Grove Ave & 43rd St","41.8164879053464419","-87.6065957606835206","1068"
"Central St & Girard Ave","42.0643060868331762","-87.6861453014703110","1061"
"Elston Ave & Henderson St","41.9411220443856333","-87.7006317626937618","1058"
"Western Ave & Gunnison St","41.9697356474380952","-87.6896612606476190","1050"
"Cottage Grove Ave & Oakwood Blvd","41.8230372931831256","-87.6071238057238734","1043"
"Wood St & 35th St","41.8301234629980658","-87.6703273485009671","1034"
"Calumet Ave & 51st St","41.8022783115000000","-87.6180651383627451","1020"
"Milwaukee Ave & Cuyler Ave","41.9544698221386139","-87.7495935367722772","1010"
"Bosworth Ave & Howard St","42.0195374351356784","-87.6695295923517588","995"
"Francisco Ave & Chicago Ave","41.8958382250000000","-87.6986533481578947","988"
"Keystone Ave & Montrose Ave","41.9610867819179487","-87.7289867176512821","975"
"63rd St Beach","41.7809210670431211","-87.5763161240349076","974"
"Kildare Ave & Montrose Ave","41.9610763203826267","-87.7356919520579111","967"
"Kedzie Ave & Lake St","41.8847450242376446","-87.7063398050578339","951"
"Dodge Ave & Church St","42.0483212676979937","-87.6983813693453010","947"
"Dorchester Ave & 63rd St","41.7804092236489362","-87.5914046307340426","940"
"Elmwood Ave & Austin St","42.0257822478617021","-87.6841165020638298","940"
"Kedzie Ave & Bryn Mawr Ave","41.9822442275160600","-87.7088989528158458","934"
"Prairie Ave & 43rd St","41.8166658542653509","-87.6194140208991228","912"
"Budlong Woods Library","41.9836781785934066","-87.6964245695494505","910"
"Francisco Ave & Bloomingdale Ave","41.9135356138297872","-87.6994777107390817","893"
"Ridge Blvd & Touhy Ave","42.0120961639184598","-87.6829355194110985","883"
"Sacramento Blvd & Addison St","41.9469769390160183","-87.7023112746681922","874"
"Warren Park East","42.0045549899770115","-87.6806485787471264","870"
"Oakley Ave & Touhy Ave","42.0123375032517483","-87.6882516542773893","858"
"Ridge Blvd & Howard St","42.0192659402690058","-87.6845391791461988","855"
"Kedzie Ave & 48th Pl","41.8030918099400480","-87.7026618494484412","834"
"State St & 95th St","41.7217139357823961","-87.6228329937408313","818"
"Washtenaw Ave & Polk St","41.8709434991460396","-87.6931366069306931","808"
"Long & Irving Park","41.9520642268368618","-87.7614772833499377","803"
"California Ave & 21st St","41.8537958038451777","-87.6958262202791878","788"
"California Ave & Francis Pl (Temp)","41.9184922320711563","-87.6973896980813215","787"
"Central Park Ave & Ogden Ave","41.8539926040572172","-87.7150398785175553","769"
"MLK Jr Dr & 47th St","41.8098438376811594","-87.6162930096179183","759"
"Kedzie Ave & Chicago Ave","41.8954712867560322","-87.7061393590616622","746"
"2112 W Peterson Ave","41.9911734345417790","-87.6836013031671159","742"
"California Ave & Winona St","41.9732567900547196","-87.6984980913679891","731"
"Valli Produce - Evanston Plaza","42.0397243502606310","-87.6994194982716049","729"
"DuSable Museum","41.7915568820084270","-87.6078540264185393","712"
"Western Ave & 24th St","41.8484680928732394","-87.6851328320140845","710"
"Albany Ave & Belmont Ave","41.9397456043347639","-87.7062021895708155","699"
"California Ave & 23rd Pl","41.8491202395500726","-87.6951405279970972","689"
"Kilbourn Ave & Irving Park Rd","41.9537354775836972","-87.7405522504366812","687"
"Pulaski Rd & 51st St","41.8002968750741840","-87.7232318156824926","674"
"Whipple/Irving Park","41.9531176402674591","-87.7032458698365527","673"
"Public Rack - Kostner Ave & Armitage Ave","41.9184601831755725","-87.7379487836488550","655"
"Campbell Ave & Irving Park Rd","41.9527653565950920","-87.6906145469171779","652"
"Archer (Damen) Ave & 37th St","41.8267150930250784","-87.6831497658620690","638"
"Rockwell St & Cermak Rd","41.8511693106929134","-87.6904330685196850","635"
"Conservatory Dr & Lake St","41.8854915363391442","-87.7168647457052298","631"
"Damen Ave & Coulter St","41.8491939849339934","-87.6756425981023102","606"
"Maplewood Ave & Peterson Ave","41.9902362679598662","-87.6933698341137124","598"
"Narragansett & Wrightwood","41.9284951532323232","-87.7873468327272727","594"
"Halsted St & 37th St","41.8270779741086587","-87.6457204707470289","589"
"Washtenaw Ave & Ogden Ave","41.8619960084063047","-87.6933783540980736","571"
"Lincoln Ave & Balmoral Ave","41.9795808623280423","-87.6923907488183422","567"
"Dodge Ave & Mulford St","42.0235661515275311","-87.6996118267850799","563"
"Pulaski Rd & Eddy St","41.9462772895652174","-87.7310553948913043","552"
"Princeton Ave & 47th St","41.8093264598360656","-87.6334586287249545","549"
"Dodge Ave & Main St","42.0347401895265152","-87.6991609671780303","528"
"Ping Tom Park (East)","41.8582443231688805","-87.6319730098102467","527"
"Wolcott Ave & Fargo Ave","42.0169504461669829","-87.6777182441935484","527"
"Jeffery Blvd & 67th St","41.7735176549230769","-87.5772739059423077","520"
"Kilbourn Ave & Milwaukee Ave","41.9470681341199226","-87.7399866227272727","517"
"Eggleston Ave & 69th St","41.7688987216205534","-87.6358628570553360","506"
"Kenosha & Wellington","41.9320366663253012","-87.7317326222690763","498"
"Lincoln Ave & Peterson Ave","41.9901874429919679","-87.7089363197791165","498"
"Jeffery Blvd & 71st St","41.7666197297946612","-87.5764331374537988","487"
"Harlem & Irving Park","41.9521559686185567","-87.8081139087628866","485"
"Chicago State University","41.7189670443243243","-87.6083737261122661","481"
"Kostner Ave & Wrightwood Ave","41.9286173526250000","-87.7373051153125000","480"
"Lockwood Ave & Wrightwood Ave","41.9287399867880086","-87.7590606120556745","467"
"Lincolnwood Dr & Central St","42.0648061093288591","-87.7153117895525727","447"
"Public Rack - Washtenaw Ave & Superior St","41.8934020893721973","-87.6948861670403587","446"
"Public Rack - Hamlin Ave & Fullerton Ave","41.9226395939770115","-87.7207902919080460","435"
"Stony Island Ave & 71st St","41.7664910385944700","-87.5864628838709677","434"
"Austin Blvd & Lake St","41.8879368235058824","-87.7743877877176471","425"
"Princeton Ave & Garfield Blvd","41.7949797960238095","-87.6331236601904762","420"
"Kedzie Ave & 21st St","41.8535447803631961","-87.7050587432203390","413"
"Sacramento Blvd & Franklin Blvd","41.8905353762254902","-87.7026370676715686","408"
"N Clark St & W Elm St","41.9023071760246914","-87.6312938009876543","405"
"Kilpatrick Ave & Parker Ave","41.9304722240298507","-87.7425280237313433","402"
"Cottage Grove Ave & 67th St","41.7737298749122807","-87.6056454176691729","399"
"Sayre & Diversey","41.9305683186146096","-87.8005888674055416","397"
"Kilbourn & Roscoe","41.9417347009113924","-87.7397136237215190","395"
"State St & 79th St","41.7507912621593830","-87.6244373829820051","389"
"Public Rack - Pulaski Rd & Armitage Ave","41.9179802480412371","-87.7279817696649485","388"
"South Shore Dr & 74th St","41.7622144430606860","-87.5592368089709763","379"
"Stony Island Ave & 63rd St","41.7804199729600000","-87.5874129951200000","375"
"Halsted St & 96th St","41.7197165491208791","-87.6429404858241758","364"
"Wentworth Ave & 24th St (Temp)","41.8500838439166667","-87.6321526302222222","360"
"Burnham Greenway & 112th St","41.6917702392676056","-87.5304457820281690","355"
"MLK Jr Dr & 56th St","41.7938943826704545","-87.6159819903409091","352"
"Public Rack - Milwaukee Ave & Haussen Ct","41.9383393060795455","-87.7212208680965909","352"
"Western Blvd & 48th Pl","41.8059083113675214","-87.6833695537321937","351"
"Public Rack - Racine Ave & 109th Pl","41.6930336546531792","-87.6517082513583815","346"
"Kedzie Ave & 57th St","41.7898909769653179","-87.7020107007514451","346"
"Cottage Grove Ave & 83rd St","41.7434470859766764","-87.6048464372011662","343"
"Hoyne Ave & 47th St","41.8082243595626822","-87.6771907616326531","343"
"May St & 69th St","41.7689507155976676","-87.6529412137609329","343"
"Millard Ave & 26th St","41.8445435412573099","-87.7159688878070175","342"
"Public Rack - Woodlawn Ave & 63rd St N","41.7804709275588235","-87.5971954204411765","340"
"Eberhart Ave & 61st St","41.7840963085882353","-87.6144968800000000","340"
"Narragansett & Irving Park","41.9518430138529412","-87.7867431836764706","340"
"Austin Blvd & Madison St","41.8802882863235294","-87.7744680260588235","340"
"Perry Ave & 69th St","41.7692827387087087","-87.6282138627927928","333"
"Ashland Ave & 50th St","41.8030124678353659","-87.6646960593597561","328"
"Stony Island Ave & 75th St","41.7586722989719626","-87.5868927392834891","321"
"Central Park Ave & 24th St","41.8481167446202532","-87.7150947901582278","316"
"Public Rack - Hyde Park Blvd & 53rd St","41.7996036349358974","-87.5840234584935897","312"
"Lamon Ave & Belmont Ave","41.9394191527331190","-87.7495917562057878","311"
"Central Ave & Parker Ave","41.9300649306472492","-87.7683879651779935","309"
"Public Rack - Hamlin Ave & Montrose Ave","41.9605996577597403","-87.7213577841558442","308"
"St Louis Ave & 59th St","41.7869436266883117","-87.7104172636038961","308"
"Union Ave & Root St","41.8192432966776316","-87.6432130145394737","304"
"Central Ave & Chicago Ave","41.8949592378618421","-87.7649053112828947","304"
"Fairfield Ave & Roosevelt Rd","41.8668187179207921","-87.6944238901320132","303"
"Damen Ave & Pershing Rd","41.8231950177152318","-87.6766067401324503","302"
"Fairfield Ave & 44th St","41.8121636185284281","-87.6919294170903010","299"
"Ashland Ave & Pershing Rd","41.8234582149494949","-87.6655817841750842","297"
"Washtenaw Ave & Peterson Ave","41.9903726548813559","-87.6984884877288136","295"
"Indiana Ave & 40th St","41.8216746299659864","-87.6215239751700680","294"
"Wentworth Ave & 63rd St","41.7800816530136986","-87.6297771011986301","292"
"Western Ave & 111th St","41.6912129817182131","-87.6812990438487973","291"
"Stony Island Ave & 67th St","41.7734859886363636","-87.5852998717832168","286"
"Elizabeth St & 59th St","41.7898442368661972","-87.6546989267605634","284"
"Public Rack - Washtenaw Ave & Devon Ave","41.9984525769718310","-87.6981525934859155","284"
"Ashland Ave & McDowell Ave","41.8088702789716312","-87.6645373857801418","282"
"Public Rack - Lawndale Ave & Diversey Ave","41.9312955778571429","-87.7195001363214286","280"
"Greenwood Ave & 97th St","41.7187114410869565","-87.5970022056521739","276"
"Michigan Ave & 71st St","41.7652953980586081","-87.6217435483882784","273"
"Public Rack - Monticello Ave & Belmont Ave","41.9394737971586716","-87.7188553211070111","271"
"Walden Pkwy & 100th St","41.7122031697709924","-87.6677276213740458","262"
"Cicero Ave & Grace St","41.9497901989272031","-87.7474671598850575","261"
"California Ave & 26th St","41.8437056140229885","-87.6949397736781609","261"
"Public Rack - Harold Washington Park","41.8007364886166008","-87.5834464887747036","253"
"Virginia Ave & Catalpa Ave","41.9810433393600000","-87.7047342731600000","250"
"Public Rack - Champlain Ave & 65th St","41.7771118486234818","-87.6095890287449393","247"
"Lamon Ave & Armitage Ave","41.9175529038211382","-87.7496112145934959","246"
"Richmond St & Lincoln Ave","41.9889481770661157","-87.7019303447107438","242"
"Halsted St & 63rd St","41.7793846488702929","-87.6446736510460251","239"
"Stony Island Ave & 64th St","41.7788804708403361","-87.5866520311764706","238"
"Public Rack - Milwaukee Ave & Diversey Ave","41.9308773353164557","-87.7107630782278481","237"
"Lavergne & Fullerton","41.9226256350632911","-87.7507795556118143","237"
"Big Marsh Park","41.6858792829535865","-87.5738163997890295","237"
"MLK Jr Dr & 63rd St","41.7800870290254237","-87.6159553293220339","236"
"Meade Ave & Diversey Ave","41.9306001723404255","-87.7789226566382979","235"
"Public Rack - Lowell Ave & Elston Ave","41.9676223012765957","-87.7381425830638298","235"
"Kedzie Ave & 110th St","41.6923924535744681","-87.7009594766382979","235"
"Yates Blvd & 75th St","41.7587378502564103","-87.5664242451709402","234"
"Public Rack - Western Blvd & 49th St","41.8030114831623932","-87.6819473717094017","234"
"California & 16th St","41.8593937431759657","-87.6962391616738197","233"
"Public Rack - Midway Orange Line","41.7866371105627706","-87.7383850711255411","231"
"Marshfield Ave & 44th St","41.8140074627391304","-87.6666252775652174","230"
"Halsted St & 47th Pl","41.8081461310000000","-87.6456246627391304","230"
"Rainbow Beach","41.7578746250442478","-87.5493773517256637","226"
"Kedzie Ave & Roosevelt Rd","41.8665126162500000","-87.7064912828125000","224"
"Western Ave & Lake St","41.8835005053571429","-87.6869727662946429","224"
"Public Rack - Spaulding Ave & Evergreen Ave","41.9065424393721973","-87.7095357360089686","223"
"Central Ave & Roscoe St","41.9411606605963303","-87.7684253694954128","218"
"Kostner Ave & Adams St","41.8779161657142857","-87.7359090168202765","217"
"Public Rack - Rockwell & Division","41.9023818785253456","-87.6918638246082949","217"
"Morgan St & Pershing Rd","41.8236202698611111","-87.6509152613425926","216"
"State St & 54th St","41.7966242652336449","-87.6259199259345794","214"
"Sacramento Blvd & Fulton Ave","41.8878445609859155","-87.7010362194835681","213"
"State St & Pershing Rd","41.8230262181690141","-87.6265723645539906","213"
"Public Rack - Kedzie Ave & Argyle St","41.9713052741784038","-87.7092127108920188","213"
"Western Ave & Ardmore Ave","41.9872340922169811","-87.6897318057075472","212"
"Shields Ave & 43rd St","41.8161999296226415","-87.6347269711320755","212"
"Public Rack - Kostner Ave & Diversey Ave","41.9315598848584906","-87.7375181114150943","212"
"Baltimore Ave & 87th St","41.7373421005687204","-87.5485023127014218","211"
"Kilbourn & Belden","41.9215823808571429","-87.7393215520000000","210"
"Commercial Ave & 83rd St","41.7446211854368932","-87.5512053162621359","206"
"Rockwell St & Archer Ave","41.8217765201941748","-87.6898274356796117","206"
"Buckingham - Fountain","41.8765936550000000","-87.6204476702912621","206"
"Albany Ave & 26th St","41.8445080105365854","-87.7018540187804878","205"
"Narragansett Ave & School St","41.9400979569756098","-87.7873984490243902","205"
"Kildare Ave & 47th St","41.8082655116666667","-87.7306170756862745","204"
"Kilpatrick Ave & Grand Ave","41.9118033643349754","-87.7424058587684729","203"
"Pulaski Rd & Lake St","41.8850927609595960","-87.7264198063131313","198"
"Long Ave & Belmont Ave","41.9389442869035533","-87.7610478757868020","197"
"Calumet Ave & 71st St","41.7655169525888325","-87.6169301641624365","197"
"Public Rack - Spaulding Ave & North Ave","41.9100222000510204","-87.7096489999489796","196"
"Public Rack - Western Ave & Devon Ave","41.9983394823469388","-87.6898418863775510","196"
"Francisco Ave & 47th St","41.8089212308163265","-87.6976859565306122","196"
"Public Rack - Milwaukee Ave & Higgins Ave","41.9686526969587629","-87.7612396254639175","194"
"Wabash Ave & 87th St","41.7365830234031414","-87.6226485593193717","191"
"Monticello Ave & Lawrence Ave","41.9681871964921466","-87.7195369255497382","191"
"Long Ave & Belden Ave","41.9219774358823529","-87.7606864390909091","187"
"Laramie Ave & Madison St","41.8802184729411765","-87.7553732285561497","187"
"Central Ave & Lake St","41.8876701313368984","-87.7654627752941176","187"
"Komensky Ave & 31st St","41.8369469384408602","-87.7259424687096774","186"
"Public Rack - Cumberland & Catherine","41.9774088796739130","-87.8368114136956522","184"
"Commercial Ave & 130th St","41.6591390197814208","-87.5507621285245902","183"
"Public Rack - Hyde Park Blvd & 55th St","41.7958743121428571","-87.5834383108241758","182"
"McCormick Blvd & Devon Ave","41.9971307479120879","-87.7112148475824176","182"
"Cicero Ave & Lake St","41.8868633027071823","-87.7453323666298343","181"
"Austin Blvd & Chicago Ave","41.8948643430555556","-87.7746286047777778","180"
"Public Rack - Avers Ave & Irving Park Rd","41.9519757413888889","-87.7222105078888889","180"
"Streeter Dr/Grand Ave","41.8923762586666667","-87.6123438197777778","180"
"Phillips Ave & 79th St","41.7518206204469274","-87.5652235292737430","179"
"Public Rack - Cicero Ave & Wrightwood Ave","41.9286531127374302","-87.7478513356424581","179"
"Public Rack - California Ave & Cortez St","41.9002140809090909","-87.6972418605113636","176"
"Racine Ave & Garfield Blvd","41.7942271658285714","-87.6551074960571429","175"
"Lawndale Ave & 30th St","41.8392249878857143","-87.7177358091428571","175"
"Hamlin Ave & Grand Ave","41.9033147402873563","-87.7212962070114943","174"
"Hoyne Ave & 34th St","41.8312513613793103","-87.6786479767816092","174"
"Public Rack - Nagle Ave & Belmont Ave","41.9388528395930233","-87.7882644184302326","172"
"Prospect Sq & 91st St","41.7280892269767442","-87.6675708920348837","172"
"Public Rack - Milwaukee Ave & School St","41.9404063916374269","-87.7270496273099415","171"
"Vernon Ave & 75th St","41.7583633264117647","-87.6141422315882353","170"
"Public Rack - Christiana Ave & Belmont Ave","41.9394293794117647","-87.7113784042941176","170"
"Damen Ave & 59th St","41.7858816884615385","-87.6735712978106509","169"
"St Louis Ave & Norman Bobbins Ave","41.7924968094082840","-87.7106978626035503","169"
"Kedzie Ave & 52nd St","41.7994982123353293","-87.7018728931736527","167"
"Hale Ave & 107th St","41.6992154994545455","-87.6688877925454545","165"
"Kedzie Ave & Harrison St","41.8736141428834356","-87.7048791849693252","163"
"Pulaski Rd & 21st St","41.8531543479012346","-87.7241474390740741","162"
"Public Rack - Walden Pkwy & 103rd St","41.7082826478260870","-87.6695813667080745","161"
"Calumet Park","41.7137116115527950","-87.5308405009937888","161"
"Lawndale Ave & 111th St","41.6913139812500000","-87.7128698073125000","160"
"Elizabeth St & 92nd St","41.7268319968987342","-87.6543057989240506","158"
"Kedzie Ave & 24th St","41.8481991604430380","-87.7054452901265823","158"
"Public Rack - Langley Ave & 49th St","41.8049655122435897","-87.6091507180128205","156"
"Kenton Ave & Madison St","41.8807148930322581","-87.7410245997419355","155"
"Western Ave & 104th St","41.7045981664935065","-87.6811649702597403","154"
"Central Park & Augusta Blvd","41.8990427783006536","-87.7170052735294118","153"
"Martin Luther King Dr & 111th St","41.6916251228758170","-87.6122462754901961","153"
"Central Park Blvd & 5th Ave","41.8756742221052632","-87.7154825715131579","152"
"Greenwood Ave & 79th St","41.7513084070198675","-87.5967006015894040","151"
"Francisco Ave & Hollywood Ave","41.9832435400000000","-87.7011506441610738","149"
"Halsted St & 69th St","41.7690518790540541","-87.6446025657432432","148"
"Major Taylor Trail & 115th St","41.6849913268243243","-87.6453498267567568","148"
"Sacramento Ave & 25th St","41.8470498385714286","-87.7001333561904762","147"
"Artesian Ave & 55th St","41.7920080441780822","-87.6879131116438356","146"
"Buckingham Fountain (Columbus/Balbo)","41.8723091665753425","-87.6229974433561644","146"
"Vincennes Ave & 104th St","41.7049357845890411","-87.6569428182876712","146"
"Kostner Ave & 63rd St","41.7791789037671233","-87.7316362754794521","146"
