"start_station_name","lat","lng","member_casual","total_trips"
"Cannon Dr & Fullerton Ave","41.9267188883523654","-87.6344486330505710","member","2452"
"Larrabee St & North Ave","41.9101274995634435","-87.6434734943206854","casual","2451"
"Wentworth Ave & Cermak Rd","41.8530972252835577","-87.6318986336393309","casual","2451"
"Lake Park Ave & 35th St","41.8312697638521242","-87.6088029307026144","member","2448"
"California Ave & Division St","41.9030328337694195","-87.6975041510506950","member","2446"
"Western Ave & Leland Ave","41.9663567303688525","-87.6886566948196721","casual","2440"
"LaSalle St & Washington St","41.8826878458103093","-87.6325082403381443","casual","2425"
"Chicago Ave & Sheridan Rd","42.0504885229487179","-87.6778199112655087","member","2418"
"Emerald Ave & 28th St","41.8435811552799668","-87.6453958277727084","member","2411"
"Clark St & Ida B Wells Dr","41.8759662134856668","-87.6306841253053594","casual","2407"
"Western Ave & Roscoe St","41.9430327966875000","-87.6873029250083333","member","2400"
"Western Ave & Division St","41.9029014158403010","-87.6873245125125418","casual","2392"
"Cornell Ave & Hyde Park Blvd","41.8024277962185930","-87.5869292973994975","casual","2388"
"Milwaukee Ave & Rockwell St","41.9202285567616255","-87.6926637800670297","member","2387"
"Halsted St & 35th St","41.8306702170829805","-87.6471470748475868","member","2362"
"Damen Ave & Leland Ave","41.9671010985762712","-87.6790614213644068","casual","2360"
"Southport Ave & Clark St","41.9570795483710988","-87.6641888228217187","member","2339"
"Humboldt Blvd & Armitage Ave","41.9175193541345330","-87.7018155987403599","casual","2334"
"Damen Ave & Charleston St","41.9200671245068611","-87.6779100272212693","casual","2332"
"Lake Park Ave & 53rd St","41.7995223656701031","-87.5864271962929553","casual","2328"
"Talman Ave & Addison St","41.9466420068909013","-87.6946282976800345","member","2319"
"Dearborn St & Van Buren St","41.8762682515727903","-87.6292154660831889","casual","2308"
"N Green St & W Lake St","41.8867015456542461","-87.6488171097616984","casual","2308"
"Clinton St & Roosevelt Rd","41.8671394942281006","-87.6410657368256722","casual","2306"
"Winthrop Ave & Lawrence Ave","41.9687995592579660","-87.6576330920907900","casual","2291"
"Fort Dearborn Dr & 31st St","41.8385409009047203","-87.6082629842307692","casual","2288"
"Clark St & Elmdale Ave","41.9908566722051732","-87.6696998463261727","member","2281"
"Lincoln Ave & Byron St","41.9520836508819658","-87.6775183914260641","member","2279"
"Broadway & Berwyn Ave","41.9783443500440335","-87.6597798860898283","casual","2271"
"Kedzie Ave & Palmer Ct","41.9215147714752650","-87.7072803002782686","member","2264"
"Green St & Randolph St*","41.8836885602873563","-87.6485384971794872","casual","2262"
"Calumet Ave & 21st St","41.8541567643528369","-87.6191557751285461","casual","2256"
"Wolcott (Ravenswood) Ave & Montrose Ave","41.9614358629090909","-87.6762261537206208","casual","2255"
"Field Museum","41.8653417442495560","-87.6179479339698046","member","2252"
"Clark St & Schreiber Ave","41.9995789004444444","-87.6706986702800000","member","2250"
"Canal St & Harrison St","41.8742489162972853","-87.6395757349087672","member","2247"
"Wells St & Institute Pl","41.8974276015002239","-87.6344278680743395","casual","2233"
"Claremont Ave & Hirsch St","41.9077632945071685","-87.6858541549417563","member","2232"
"Racine Ave & 15th St","41.8613283349775785","-87.6565362488565022","member","2230"
"Clarendon Ave & Leland Ave","41.9679537494152047","-87.6500191193252362","casual","2223"
"Ashland Ave & Wellington Ave","41.9360943922101940","-87.6698544868064953","casual","2217"
"May St & Taylor St","41.8694785535469314","-87.6555231331092058","casual","2216"
"Clark St & 9th St (AMLI)","41.8708130434146341","-87.6311952900090334","casual","2214"
"Campbell Ave & Montrose Ave","41.9615415776188321","-87.6911790470348574","member","2209"
"Chicago Ave & Sheridan Rd","42.0504865012794918","-87.6778159391515426","casual","2204"
"Racine Ave & 18th St","41.8581947606854290","-87.6564712744030867","casual","2203"
"Richmond St & Diversey Ave","41.9319206682058288","-87.7012337918897996","member","2196"
"Campbell Ave & North Ave","41.9105358242837591","-87.6895646556021898","casual","2192"
"California Ave & Montrose Ave","41.9610464016426914","-87.6954213993364269","member","2155"
"Ellis Ave & 58th St","41.7887193467921897","-87.6012921234402603","casual","2151"
"Wood St & Webster Ave","41.9210456081488372","-87.6728048491627907","member","2150"
"Greenview Ave & Jarvis Ave","42.0159689895992544","-87.6685910127073625","member","2146"
"Sheridan Rd & Columbia Ave","42.0045694861735884","-87.6614455753616426","member","2143"
"Milwaukee Ave & Fullerton Ave","41.9233719735037523","-87.7004335601266417","member","2132"
"St. Louis Ave & Fullerton Ave","41.9248327307894737","-87.7145262400422932","member","2128"
"Fairbanks St & Superior St","41.8957573278890456","-87.6201362348283968","casual","2127"
"Broadway & Ridge Ave","41.9840418827195467","-87.6603016736732767","casual","2118"
"W Armitage Ave & N Sheffield Ave","41.9185797757054924","-87.6522702500568182","member","2112"
"Canal St & Taylor St","41.8702077261279621","-87.6394768610805687","casual","2110"
"Wentworth Ave & Cermak Rd*","41.8532059101338432","-87.6318613992543021","member","2092"
"Damen Ave & Wellington Ave","41.9358653656500956","-87.6784105978298279","casual","2092"
"Lincoln Ave & Sunnyside Ave","41.9629752778992806","-87.6848655858705036","casual","2085"
"Sheridan Rd & Loyola Ave","42.0010871109576516","-87.6612372388739172","casual","2078"
"Ashland Ave & Wrightwood Ave","41.9288143522714148","-87.6685381056929740","casual","2078"
"Ogden Ave & Roosevelt Rd","41.8665056869715936","-87.6846114901829562","member","2077"
"Clinton St & 18th St","41.8579389147849203","-87.6408381573078782","member","2069"
"Sheridan Rd & Lawrence Ave","41.9694918309970817","-87.6547058909776265","casual","2056"
"Calumet Ave & 21st St","41.8541631295184275","-87.6191727499705160","member","2035"
"Spaulding Ave & Armitage Ave","41.9171099530780632","-87.7102460488982213","casual","2024"
"Wabash Ave & Cermak Rd","41.8526164791062562","-87.6265296286693148","member","2014"
"Leavitt St & Lawrence Ave","41.9688512864910537","-87.6840076191898608","member","2012"
"Morgan St & 18th St","41.8580920302293121","-87.6510830962013958","casual","2006"
"Leavitt St & Chicago Ave","41.8954745890174564","-87.6819639070024938","casual","2005"
"Wood St & Chicago Ave","41.8956198588305847","-87.6721057335532234","casual","2001"
"N Carpenter St & W Lake St","41.8870404643787575","-87.6520989538727455","member","1996"
"Museum of Science and Industry","41.7917818136345382","-87.5839707944126506","member","1992"
"Halsted St & Roosevelt Rd","41.8673623278101457","-87.6486351457157207","casual","1991"
"W Oakdale Ave & N Broadway","41.9365804995072901","-87.6431446033785822","member","1989"
"Kimball Ave & Belmont Ave","41.9393946582542886","-87.7120795637588295","member","1982"
"Ada St & Washington Blvd","41.8828325013864906","-87.6612021510106653","casual","1969"
"Leavitt St & Belmont Ave","41.9393390280663265","-87.6832544436326531","casual","1960"
"Halsted St & Archer Ave","41.8472140977743747","-87.6468455618223583","member","1959"
"Greenwood Ave & 47th St","41.8098171421687980","-87.5993463408030691","member","1955"
"Sedgwick St & Schiller St","41.9076216439744246","-87.6385240172838875","casual","1955"
"Leavitt St & Armitage Ave","41.9177834048410256","-87.6824430624358974","casual","1950"
"Albany Ave & Bloomingdale Ave","41.9140085068461538","-87.7051402258512821","casual","1950"
"Logan Blvd & Elston Ave","41.9294531996555270","-87.6841668946272494","casual","1945"
"Fort Dearborn Dr & 31st St*","41.8386553796446962","-87.6087155088774459","member","1942"
"Lincoln Ave & Roscoe St*","41.9433367315214028","-87.6707383013460547","casual","1939"
"Ashland Ave & Chicago Ave","41.8959525018978855","-87.6677162095203713","casual","1939"
"Ashland Ave & Augusta Blvd","41.8996311355098855","-87.6680535798491155","casual","1922"
"Ashland Ave & Belle Plaine Ave","41.9560765347190427","-87.6688451153329865","member","1922"
"Leavitt St & Addison St","41.9465947900625978","-87.6833358146374544","member","1917"
"Damen Ave & Foster Ave","41.9756290478683386","-87.6794610765203762","casual","1914"
"Woodlawn Ave & 58th St","41.7893874656731273","-87.5964839196804610","member","1909"
"Western Ave & Monroe St","41.8798119717986366","-87.6860760372732040","member","1907"
"Larrabee St & Oak St","41.9002322427731092","-87.6429899200105042","casual","1904"
"Wood St & Augusta Blvd","41.8991620568825698","-87.6721690200895208","casual","1899"
"Campbell Ave & Fullerton Ave","41.9242926756431975","-87.6885160560508205","member","1889"
"Milwaukee Ave & Rockwell St","41.9202089422399151","-87.6926375357430998","casual","1884"
"Halsted St & 21st St","41.8537919401872659","-87.6465861378330658","member","1869"
"Hoyne Ave & Balmoral Ave","41.9798806200965665","-87.6819469720869099","member","1864"
"Damen Ave & Madison St","41.8814573650538213","-87.6749128915984930","member","1858"
"Blue Island Ave & 18th St","41.8575182128471475","-87.6616018812271259","casual","1858"
"Lincoln Ave & Belle Plaine Ave","41.9560144178699187","-87.6802441519457995","casual","1845"
"Milwaukee Ave & Fullerton Ave","41.9236127716730454","-87.7004632309568070","casual","1829"
"Washtenaw Ave & Lawrence Ave","41.9689215704868709","-87.6961113256291028","member","1828"
"Laflin St & Cullerton St","41.8548956545897155","-87.6636316772155361","member","1828"
"University Ave & 59th St","41.7878754294033935","-87.5989318118445539","member","1827"
"Damen Ave & Grand Ave","41.8924487037623220","-87.6769184279079956","casual","1826"
"Damen Ave & Clybourn Ave","41.9319153802847755","-87.6778130944961665","casual","1826"
"Kedzie Ave & Palmer Ct","41.9215182252202643","-87.7073233267511013","casual","1816"
"Central Park Ave & Elbridge Ave","41.9353497171396648","-87.7168582893016760","member","1790"
"California Ave & Fletcher St","41.9384113611471740","-87.6979880374762171","member","1787"
"Orleans St & Elm St","41.9028967558319328","-87.6377171042184874","casual","1785"
"University Library (NU)","42.0529391477346824","-87.6734089785047780","member","1779"
"Leavitt St & Division St","41.9029946611386697","-87.6837796042841037","casual","1774"
"Damen Ave & Wabansia Ave","41.9122255216412860","-87.6773977342413988","member","1773"
"State St & 19th St","41.8565816906884876","-87.6275465539616253","member","1772"
"Clark St & Columbia Ave","42.0044535449009621","-87.6724003105489530","member","1767"
"Buckingham Fountain (Temp)","41.8686196099150623","-87.6239726905662514","member","1766"
"Elston Ave & Wabansia Ave","41.9128844383068182","-87.6641498612215909","member","1760"
"Oakley Ave & Irving Park Rd","41.9543190091022727","-87.6860802612102273","member","1760"
"California Ave & Francis Pl","41.9185319355827175","-87.6974465617851052","casual","1759"
"Damen Ave & Walnut (Lake) St","41.8859528659840728","-87.6770194678441411","member","1758"
"Noble St & Milwaukee Ave","41.9006921079977117","-87.6625957731292906","casual","1748"
"Ashland Ave & Grand Ave","41.8910802855074971","-87.6666627839158016","casual","1734"
"Wentworth Ave & Cermak Rd*","41.8531970554677513","-87.6318561924055782","casual","1721"
"Elizabeth St & Fulton St","41.8866998814085330","-87.6596110246639392","casual","1711"
"LaSalle St & Adams St","41.8793987329688419","-87.6319524457907113","casual","1701"
"California Ave & Division St","41.9030253663893805","-87.6975027048200590","casual","1695"
"Clinton St & Tilden St","41.8758733613467218","-87.6407531865091553","casual","1693"
"Stave St & Armitage Ave","41.9177299934519573","-87.6914390472657177","casual","1686"
"Ellis Ave & 53rd St","41.7993539067952522","-87.6009697012818991","casual","1685"
"Ravenswood Ave & Irving Park Rd","41.9546220712986236","-87.6739388707121484","casual","1671"
"Clark St & Lunt Ave","42.0089745937522550","-87.6741753948707156","casual","1663"
"Paulina St & Howard St","42.0191520789951574","-87.6735650589588378","member","1652"
"Troy St & Elston Ave","41.9452300565489957","-87.7066445030127815","member","1643"
"MLK Jr Dr & 29th St","41.8420917556338028","-87.6169856159767299","casual","1633"
"Halsted St & North Branch St","41.8993738203439803","-87.6485194579361179","member","1628"
"Lincoln Ave & Winona St","41.9749118317541692","-87.6926081736998147","member","1619"
"Southport Ave & Clark St","41.9570934417923362","-87.6642008516996292","casual","1618"
"Artesian Ave & Hubbard St","41.8895722299134199","-87.6881986655473098","casual","1617"
"California Ave & North Ave","41.9104253267041199","-87.6974236412297129","casual","1602"
"Wood St & Hubbard St","41.8898796129687500","-87.6714977913375000","casual","1600"
"May St & Cullerton St","41.8552258678375000","-87.6541672969687500","member","1600"
"Fort Dearborn Dr & 31st St*","41.8386196814902943","-87.6086402990294302","casual","1597"
"Wilton Ave & Diversey Pkwy*","41.9324247387844612","-87.6527137115162907","member","1596"
"Hampden Ct & Diversey Ave","41.9319268384707363","-87.6420809577281309","casual","1589"
"Clybourn Ave & Division St","41.9045962912436869","-87.6405713044065657","casual","1584"
"California Ave & Byron St","41.9521614483830057","-87.6980615869181991","member","1577"
"Blackstone Ave & Hyde Park Blvd","41.8025643949460317","-87.5903494053587302","casual","1575"
"Racine Ave & 35th St","41.8306598360267006","-87.6561899722631914","member","1573"
"Damen Ave & Cullerton St","41.8549719983577339","-87.6756625798854233","member","1571"
"Racine Ave & Randolph St","41.8840785206114650","-87.6568849280127389","casual","1570"
"Racine Ave & Washington Blvd","41.8830722699169329","-87.6570023551629393","casual","1565"
"Chicago Ave & Washington St","42.0325652459017453","-87.6791498019392372","member","1547"
"Wentworth Ave & 35th St","41.8307842254110032","-87.6325022180064725","member","1545"
"Wallace St & 35th St","41.8306773484715026","-87.6412738188406736","member","1544"
"Avondale Ave & Irving Park Rd","41.9534034297200521","-87.7319870593294271","member","1536"
"Kosciuszko Park","41.9305576427473958","-87.7238129773763021","member","1536"
"Wabash Ave & Cermak Rd","41.8526162946805737","-87.6265267380443286","casual","1534"
"Racine Ave & Congress Pkwy","41.8746382533833116","-87.6570351386505867","casual","1534"
"Troy St & North Ave","41.9098021921212121","-87.7052822682081686","member","1518"
"Larrabee St & Menomonee St","41.9146876581661130","-87.6433345652890365","casual","1505"
"Lincoln Ave & Addison St","41.9461849847555258","-87.6733061480576021","casual","1493"
"Damen Ave & Melrose Ave","41.9405418213651648","-87.6785567658574311","casual","1487"
"Manor Ave & Leland Ave","41.9658771295889488","-87.7008273207614555","member","1484"
"Paulina St & Montrose Ave","41.9615077206815115","-87.6714167588596491","casual","1482"
"Central Park Ave & Bloomingdale Ave","41.9141629754268293","-87.7167642052235772","member","1476"
"State St & 33rd St","41.8347331480368098","-87.6258133089229721","casual","1467"
"Bernard St & Elston Ave","41.9499279023013699","-87.7139623335821918","member","1460"
"Avers Ave & Belmont Ave","41.9394072309278351","-87.7235711094020619","member","1455"
"California Ave & Altgeld St","41.9266751013034483","-87.6977090656689655","casual","1450"
"Loomis St & Jackson Blvd","41.8779399172946860","-87.6620100742995169","casual","1449"
"Throop St & Taylor St","41.8688890813762102","-87.6591310757814661","casual","1446"
"Halsted St & 18th St","41.8575997505536332","-87.6460274515986159","casual","1445"
"Lincoln Ave & Waveland Ave","41.9487754832080724","-87.6752371872094642","casual","1437"
"W Oakdale Ave & N Broadway","41.9365769212176347","-87.6431479789503149","casual","1429"
"Troy St & North Ave","41.9098014886877193","-87.7053226701122807","casual","1425"
"Damen Ave & Sunnyside Ave","41.9632557275406360","-87.6792762080424028","casual","1415"
"Kedzie Ave & Leland Ave","41.9666848901272085","-87.7080740559222615","member","1415"
"Lincoln Ave & Melrose St","41.9405571789316239","-87.6694817295940171","casual","1404"
"Glenwood Ave & Morse Ave","42.0079631187526728","-87.6654717261867427","casual","1403"
"Francisco Ave & Foster Ave","41.9756480633142857","-87.7014239020214286","member","1400"
"Albany Ave & Montrose Ave","41.9610286912752161","-87.7058768004971182","member","1388"
"Clark St & Elmdale Ave","41.9908541471780029","-87.6696931512662808","casual","1382"
"Noble St & Milwaukee Ave (Temp)","41.8998367457971014","-87.6615052849202899","member","1380"
"Damen Ave & Madison St","41.8813961905912409","-87.6749220125328467","casual","1370"
"Chicago Ave & Washington St","42.0325658430263158","-87.6791620277777778","casual","1368"
"Wolcott Ave & Polk St","41.8712885012628488","-87.6736943087518355","casual","1362"
"N Paulina St & Lincoln Ave","41.9430569553817915","-87.6712635860572687","member","1362"
"Campbell Ave & Fullerton Ave","41.9242572191250000","-87.6885668891176471","casual","1360"
"Paulina St & 18th St","41.8578934099409158","-87.6687101471196455","casual","1354"
"Greenview Ave & Jarvis Ave","42.0159714231042129","-87.6685985590983001","casual","1353"
"Richmond St & Diversey Ave","41.9319188396062407","-87.7012327094427935","casual","1346"
"Lincoln Ave & Belmont Ave (Temp)","41.9394840315332835","-87.6710823576664174","casual","1337"
"Smith Park","41.8920109931784108","-87.6893607283433283","member","1334"
"Malcolm X College","41.8776140191979010","-87.6738961812218891","member","1334"
"Paulina St & Flournoy St","41.8730419631677953","-87.6690850963506396","casual","1329"
"N Sheffield Ave & W Wellington Ave","41.9372978199095023","-87.6527080044871795","member","1326"
"St. Louis Ave & Fullerton Ave","41.9248332814351145","-87.7145007244885496","casual","1310"
"Ashland Ave & Belle Plaine Ave","41.9560802228033794","-87.6688610809216590","casual","1302"
"Cherry Ave & Blackhawk St","41.9072250992538462","-87.6556381726076923","member","1300"
"Wood St & Webster Ave","41.9210428049769231","-87.6728073379769231","casual","1300"
"Leavitt St & Addison St","41.9466269107269915","-87.6833721051740139","casual","1293"
"Glenwood Ave & Touhy Ave","42.0127476824341085","-87.6660447604728682","member","1290"
"Kimball Ave & Belmont Ave","41.9394040353504673","-87.7121049015576324","casual","1284"
"Drexel Ave & 60th St","41.7858443578756884","-87.6045696829346971","member","1271"
"Lake Park Ave & 35th St","41.8312692701427439","-87.6087993269072165","casual","1261"
"Sheridan Rd & Greenleaf Ave","42.0105902218073248","-87.6624139100796178","member","1256"
"Talman Ave & Addison St","41.9466441665043895","-87.6946277120909816","casual","1253"
"MTV Hubbard St","41.8898205439616613","-87.6802581930191693","member","1252"
"California Ave & Montrose Ave","41.9610865607303371","-87.6954403145505618","casual","1246"
"Clark St & Schreiber Ave","41.9995669081224490","-87.6707124940163265","casual","1225"
"California Ave & Fletcher St","41.9384366876147541","-87.6980150489590164","casual","1220"
"Rockwell St & Fletcher St","41.9391382154410552","-87.6921561123990107","member","1213"
"State St & 19th St","41.8565793666114333","-87.6275470829991715","casual","1207"
"Monticello Ave & Irving Park Rd","41.9539952351709758","-87.7190764254128440","member","1199"
"Western Ave & Lunt Ave","42.0085144014588634","-87.6904096794826124","member","1179"
"Winchester (Ravenswood) Ave & Balmoral Ave","41.9797714147833475","-87.6775630171282923","member","1177"
"Lincoln Ave & Byron St","41.9521271097870528","-87.6775525036030664","casual","1174"
"Wells St & 19th St","41.8567968144927536","-87.6338672151065644","casual","1173"
"Lake Park Ave & 47th St","41.8094375366126280","-87.5918772289675768","member","1172"
"W Armitage Ave & N Sheffield Ave","41.9183568228583618","-87.6526227193430034","casual","1172"
"Central Park Ave & Elbridge Ave","41.9353484259517657","-87.7168613144099914","casual","1161"
"Drake Ave & Addison St","41.9473628854844291","-87.7175928853027682","member","1156"
"Central Park Ave & Bloomingdale Ave","41.9141624174540682","-87.7167616841732283","casual","1143"
"Morgan St & 31st St","41.8377859572280702","-87.6511537520350877","casual","1140"
"Claremont Ave & Hirsch St","41.9077678891476274","-87.6858776608875220","casual","1138"
"Campbell Ave & Augusta Blvd","41.8995335834656085","-87.6894749933333333","member","1134"
"Western Ave & 21st St","41.8540930750573698","-87.6858458817122683","member","1133"
"Clinton St & 18th St","41.8579222688297872","-87.6408389175000000","casual","1128"
"Leavitt St & Lawrence Ave","41.9689015045777778","-87.6840411661688889","casual","1125"
"Harper Ave & 59th St","41.7879438646441281","-87.5883066409786477","casual","1124"
"Elston Ave & Wabansia Ave","41.9129238377767857","-87.6641699915535714","casual","1120"
"University Library (NU)","42.0529363291479821","-87.6733787913901345","casual","1115"
"Winchester Ave & Elston Ave","41.9240760611759425","-87.6764453672262118","casual","1114"
"Kosciuszko Park","41.9305560314195867","-87.7238134051302785","casual","1113"
"Sheridan Rd & Columbia Ave","42.0045714460928962","-87.6614436798724954","casual","1098"
"Halsted St & Archer Ave","41.8471922400000000","-87.6468109326411658","casual","1098"
"Blackstone Ave & 59th St","41.7878913531175934","-87.5904817512032817","casual","1097"
"Damen Ave & Wabansia Ave","41.9122534971715328","-87.6773702654927007","casual","1096"
"Ashland Ave & Archer Ave","41.8391744215293040","-87.6656075291025641","member","1092"
"MLK Jr Dr & Pershing Rd","41.8245890321834862","-87.6167854138073394","member","1090"
"Emerald Ave & 31st St","41.8382092462075298","-87.6451275684940312","casual","1089"
"Eastlake Ter & Howard St","42.0191960480404784","-87.6643147256301748","member","1087"
"Avondale Ave & Irving Park Rd","41.9534036789269195","-87.7319798966234968","casual","1081"
"Elston Ave & George St","41.9332180650423330","-87.6906854530103481","member","1063"
"Morgan Ave & 14th Pl","41.8623992787511826","-87.6511063808136235","casual","1057"
"Cottage Grove Ave & 63rd St","41.7805658133139535","-87.6060246493604651","member","1032"
"Damen Ave & Walnut (Lake) St","41.8859444571941748","-87.6770224863689320","casual","1030"
"Hermitage Ave & Polk St","41.8715159746138807","-87.6699003960899316","casual","1023"
"Ravenswood Ave & Berteau Ave","41.9579133841919687","-87.6735774488736533","casual","1021"
"Rockwell St & Eastwood Ave","41.9658474233758587","-87.6936977593817468","casual","1019"
"Christiana Ave & Lawrence Ave","41.9683580451185771","-87.7118348890612648","member","1012"
"Paulina St & Howard St","42.0191490701785714","-87.6735619987698413","casual","1008"
"Knox Ave & Montrose Ave","41.9606482517097416","-87.7453782174850895","member","1006"
"N Southport Ave & W Newport Ave","41.9433118601495513","-87.6632859654636092","member","1003"
"Cottage Grove Ave & 47th St","41.8098505141616766","-87.6067536575648703","member","1002"
"Avers Ave & Belmont Ave","41.9394074600400000","-87.7235673665300000","casual","1000"
"N Damen Ave & W Chicago Ave","41.8963087833567134","-87.6783201865731463","member","998"
"State St & 35th St","41.8310567240763052","-87.6268557849196787","casual","996"
"Woodlawn Ave & Lake Park Ave","41.8140900231319235","-87.5970086895367573","member","993"
"Western Ave & Roscoe St","41.9430478220829120","-87.6872951503235592","casual","989"
"Cottage Grove Ave & 51st St","41.8030248639817629","-87.6066146239209726","member","987"
"W Washington Blvd & N Peoria St","41.8831593173373984","-87.6499764577642276","member","984"
"Laflin St & Cullerton St","41.8548688671588595","-87.6636384651323829","casual","982"
"Wentworth Ave & 35th St","41.8307852158757637","-87.6325031393788187","casual","982"
"Rockwell St & Fletcher St","41.9390576932848233","-87.6923562474844075","casual","962"
"Wentworth Ave & 24th St","41.8500785109822362","-87.6321493237826541","member","957"
"Western Ave & Fillmore St","41.8686213969696970","-87.6861839547335423","casual","957"
"California Ave & Byron St","41.9521611146338912","-87.6980633222384937","casual","956"
"Racine Ave & 13th St","41.8650448553171247","-87.6569790856765328","member","946"
"Ogden Ave & Congress Pkwy","41.8751092425264271","-87.6733287261945032","casual","946"
"Campbell Ave & Montrose Ave","41.9615524558730159","-87.6912169600952381","casual","945"
"Canal St & Harrison St","41.8742694003923648","-87.6395417706998940","casual","943"
"Clark St & Jarvis Ave","42.0159659352598091","-87.6750013488653234","member","943"
"Buckingham Fountain","41.8745198841932059","-87.6213237456157113","member","942"
"Cherry Ave & Blackhawk St","41.9072281164064171","-87.6556519593262032","casual","935"
"State St & 29th St","41.8417128709753483","-87.6269405611146838","member","933"
"Spaulding Ave & Division St","41.9026929803222342","-87.7091439410848550","member","931"
"Normal Ave & Archer Ave","41.8495259480021716","-87.6405851671226927","member","921"
"Campbell Ave & Augusta Blvd","41.8995245751605759","-87.6894702083831672","casual","903"
"Calumet Ave & 33rd St","41.8348608563555556","-87.6179124809666667","casual","900"
"Racine Ave & 15th St","41.8613039057063404","-87.6565878663403782","casual","899"
"Spaulding Ave & Division St","41.9026718345749441","-87.7090937328970917","casual","894"
"Loomis St & Archer Ave","41.8416339874747475","-87.6574606121324355","member","891"
"Troy St & Elston Ave","41.9452312151739618","-87.7066465294388328","casual","891"
"Lake Park Ave & 47th St","41.8094352070554926","-87.5918793774518686","casual","883"
"Halsted St & North Branch St","41.8993758953454134","-87.6485200906002265","casual","883"
"Wells St & 19th St","41.8567953341657077","-87.6338627820253165","member","869"
"Wood St & Taylor St (Temp)","41.8693018815990730","-87.6737090135573581","casual","863"
"Western Ave & Congress Pkwy","41.8746970721900348","-87.6863983902780997","casual","863"
"Clark St & Columbia Ave","42.0044547297679814","-87.6724005862993039","casual","862"
"Warren Park West","42.0017672371345708","-87.6888315137587007","member","862"
"Western Ave & Granville Ave","41.9941662319302326","-87.6894483716395349","member","860"
"Halsted St & 21st St","41.8537929236842105","-87.6465813404795322","casual","855"
"Kedzie Ave & Foster Ave","41.9756744184678363","-87.7092688575438596","member","855"
"N Sheffield Ave & W Wellington Ave","41.9370228235377358","-87.6529879967688679","casual","848"
"Western Ave & Howard St","42.0189113030342385","-87.6900539814876033","member","847"
"Glenwood Ave & Touhy Ave","42.0127567789928910","-87.6660399913151659","casual","844"
"Clark St & Touhy Ave","42.0125313870679380","-87.6743300714898689","member","839"
"Washtenaw Ave & Lawrence Ave","41.9688979907314149","-87.6961548164628297","casual","834"
"Damen Ave & Cullerton St","41.8549714428674699","-87.6756515874819277","casual","830"
"Wilton Ave & Diversey Pkwy*","41.9324085353799759","-87.6527206289022919","casual","829"
"Wentworth Ave & 33rd St","41.8345442889734300","-87.6318149634661836","casual","828"
"South Shore Dr & 67th St","41.7736494300845411","-87.5674745480676329","member","828"
"Lincoln Ave & Winona St","41.9748741718984281","-87.6926402309068924","casual","827"
"Halsted St & 35th St","41.8306685227515152","-87.6471469642545455","casual","825"
"Oakley Ave & Irving Park Rd","41.9543123849514563","-87.6860816387257282","casual","824"
"Francisco Ave & Montrose Ave","41.9606760464920828","-87.7005937949451888","member","821"
"Christiana Ave & Lawrence Ave","41.9682088093406593","-87.7117931568498168","casual","819"
"Drake Ave & Montrose Ave","41.9611551113308913","-87.7165904071184371","member","819"
"May St & Cullerton St","41.8552933516789216","-87.6541651622303922","casual","816"
"Wood St & 35th St","41.8301238739018405","-87.6703279415582822","member","815"
"Bosworth Ave & Howard St","42.0195376669154229","-87.6695299831218905","member","804"
"Hoyne Ave & Balmoral Ave","41.9798829733084577","-87.6819505540174129","casual","804"
"Western Ave & Grace St","41.9502539383167082","-87.6886714814588529","member","802"
"Shields Ave & 31st St","41.8384481806944444","-87.6353908795580808","casual","792"
"Evanston Civic Center","42.0570317319922879","-87.6865693736503856","member","778"
"St. Louis Ave & Balmoral Ave","41.9801834405791506","-87.7159941639124839","member","777"
"Sheridan Rd & Greenleaf Ave","42.0105884258784676","-87.6624124138309115","casual","757"
"Indiana Ave & 26th St","41.8457353262018592","-87.6225235370916335","casual","753"
"Ashland Ave & Archer Ave","41.8391673266090426","-87.6656224828191489","casual","752"
"Malcolm X College","41.8777206170053476","-87.6738742837834225","casual","748"
"Cottage Grove Ave & 43rd St","41.8164871806417112","-87.6065960499465241","member","748"
"Troy St & Grace St","41.9501785660240964","-87.7073150600000000","member","747"
"Sawyer Ave & Irving Park Rd","41.9536128415994624","-87.7093002160080645","member","744"
"Leavitt St & Archer Ave","41.8287582680862534","-87.6806511739353100","member","742"
"N Carpenter St & W Lake St","41.8867127970715250","-87.6523394469230769","casual","741"
"Drake Ave & Addison St","41.9473747291610284","-87.7175993981461434","casual","739"
"Rhodes Ave & 32nd St","41.8364256467299864","-87.6134818061194030","casual","737"
"Smith Park","41.8920271908827586","-87.6893948855172414","casual","725"
"Prairie Ave & Garfield Blvd","41.7949845885933148","-87.6187381437186630","member","718"
"Kedzie Ave & Leland Ave","41.9666806387535014","-87.7080776756162465","casual","714"
"N Shore Channel Trail & Argyle St","41.9715822911533052","-87.7020229382137834","member","711"
"Indiana Ave & 31st St","41.8388239232382311","-87.6218604011412268","casual","701"
"Greenwood Ave & 47th St","41.8098152345142857","-87.5993502686857143","casual","700"
"N Southport Ave & W Newport Ave","41.9433915072517986","-87.6633688944172662","casual","695"
"Milwaukee Ave & Cuyler Ave","41.9544696097546898","-87.7495924195815296","member","693"
"Dorchester Ave & 49th St","41.8057161273149492","-87.5924758711756168","member","689"
"Woodlawn Ave & 58th St","41.7893886120784884","-87.5964853442877907","casual","688"
