"start_station_name","lat","lng","member_casual","total_trips"
"Damen Ave & 59th St","41.7859577084210526","-87.6741605042105263","member","38"
"Ashland Ave & 74th St","41.7592090086842105","-87.6634763894736842","member","38"
"Public Rack - Sacramento Ave & Devon Ave","41.9979299686842105","-87.7038120750000000","casual","38"
"Public Rack - California Ave & Touhy Ave - NW","42.0114580386842105","-87.6999206202631579","member","38"
"East End Ave & 87th St","41.7368078613157895","-87.5828045786842105","casual","38"
"Monticello Ave & Chicago Ave","41.8969116289189189","-87.7183484891891892","member","37"
"California Ave & 36th St","41.8287505829729730","-87.6931618443243243","member","37"
"Menard Ave & North Ave","41.9098213754054054","-87.7701307113513514","casual","37"
"Vincennes Ave & 104th St","41.7049379581081081","-87.6569541762162162","casual","37"
"Nordica & Medill","41.9212282927027027","-87.8011065183783784","member","37"
"Halsted St & 56th St","41.7929559586486486","-87.6450061054054054","casual","37"
"Public Rack - 111th St - Morgan Park Metra","41.6921850164864865","-87.6704484567567568","member","37"
"Public Rack - N. Oakview and W. Gregory St","41.9801254758333333","-87.8436985972222222","casual","36"
"Public Rack - Lockwood & Archer","41.7967776863888889","-87.7552783841666667","casual","36"
"Menard Ave & Division St","41.9020671125000000","-87.7704516813888889","casual","36"
"Public Rack - Racine Ave & 109th Pl","41.6947192116666667","-87.6526710552777778","casual","36"
"Western Ave & 104th St","41.7045993847222222","-87.6811602175000000","member","36"
"Public Rack - Prairie Ave & 47th St ","41.8096975605555556","-87.6195121727777778","casual","36"
"Buckingham - Fountain","41.8765858944444444","-87.6204359897222222","member","36"
"Burnham Greenway & 105th St","41.7045909638888889","-87.5282813244444444","member","36"
"Karlov Ave & Lawrence Ave","41.9679440048571429","-87.7303971054285714","member","35"
"Public Rack - Christiana Ave & Archer Ave","41.8101065097142857","-87.7098710582857143","member","35"
"Public Rack - S Menard & W 63rd","41.7777374165714286","-87.7674138697142857","casual","35"
"Public Rack - Nagel & Higgins","41.9764103240000000","-87.7876938080000000","casual","35"
"Public Rack - Parkside & Archer","41.7962940211428571","-87.7629767474285714","casual","35"
"Public Rack - Cicero Ave & Wrightwood Ave","41.9280692782857143","-87.7469414317142857","casual","35"
"Spaulding Ave & 16th St","41.8591378228571429","-87.7083802688571429","casual","35"
"Marquette Ave & 89th St","41.7336882568571429","-87.5584434508571429","casual","35"
"Public Rack - Central Ave & Pensacola Ave","41.9600105562857143","-87.7671709500000000","member","35"
"Public Rack - Sacramento Ave & Devon Ave","41.9985188720000000","-87.7027129634285714","member","35"
"Public Rack - King Dr & 115th St","41.6877000758823529","-87.6116651252941176","casual","34"
"Public Rack - Keystone Ave & Irving Park Rd","41.9532062408823529","-87.7299087091176471","member","34"
"Public Rack - State ST & 42nd St","41.8195251091176471","-87.6279252573529412","member","34"
"Public Rack - Cicero Ave & North Ave","41.9095628120588235","-87.7459089755882353","member","34"
"State St & 76th St","41.7570159167647059","-87.6246090732352941","member","34"
"Whipple St & Roosevelt Rd","41.8670446500000000","-87.7014488691176471","casual","34"
"Albany Ave & 16th St","41.8594208167647059","-87.7025919473529412","member","34"
"Panama Ave & Grace St","41.9493095714705882","-87.8297819523529412","casual","34"
"Calumet Ave & 71st St","41.7655184467647059","-87.6169353055882353","casual","34"
"Constance Ave & 95th St","41.7222132132352941","-87.5789622382352941","member","34"
"Public Rack - Pulaski Rd & 44th St","41.8118354669696970","-87.7217107230303030","casual","33"
"Public Rack - Nashotah & Northwest Hwy","41.9881309518181818","-87.7913028739393939","casual","33"
"Public Rack - Milwaukee Ave & Catalpa Ave","41.9772227784848485","-87.7690037990909091","member","33"
"Public Rack - Neva Ave & Grand Ave","41.9227723060606061","-87.8035148418181818","casual","33"
"Ashland Ave & 74th St","41.7592084612121212","-87.6634809236363636","casual","33"
"Maryland Ave & 104th St","41.7086682021212121","-87.6008797227272727","member","33"
"Public Rack - Cicero Ave & Altgeld St","41.9269280990909091","-87.7474549727272727","member","33"
"Public Rack - Milwaukee Ave & Addison St","41.9474386481818182","-87.7369923657575758","casual","33"
"Pulaski Rd & 21st St","41.8530291157575758","-87.7239940845454545","member","33"
"Eberhart Ave & 91st St","41.7292821384848485","-87.6114044472727273","member","33"
"Hegewisch Metra Station","41.6485248281818182","-87.5461266269696970","member","33"
"Kedzie Ave & 52nd St","41.7994853893939394","-87.7018959451515152","member","33"
"Public Rack - Western & 79th","41.7508473863636364","-87.6825689572727273","casual","33"
"Kostner Ave & Adams St","41.8779130351515152","-87.7359587293939394","casual","33"
"Ashland Ave & 66th St","41.7740790318750000","-87.6637812928125000","member","32"
"Public Rack - Haft Ave & Milwaukee Ave","41.9958845096875000","-87.7866598809375000","casual","32"
"Central Ave & Harrison St","41.8730045259375000","-87.7645020793750000","member","32"
"Clyde Ave & 87th St","41.7371709237500000","-87.5727158368750000","member","32"
"Eberhart Ave & 131st St","41.6582714650000000","-87.6107246278125000","casual","32"
"Elizabeth St & 92nd St","41.7268221931250000","-87.6542924796875000","casual","32"
"Public Rack - Kedzie Ave & 60th St","41.7850694790625000","-87.7031904959375000","member","32"
"Public Rack - Keystone Ave & North Ave","41.9099234575000000","-87.7289333246875000","member","32"
"Public Rack - Kimball & Ardmore","41.9871088665625000","-87.7138212715625000","member","32"
"Public Rack - Kimball Ave & Lawrence Ave","41.9681577953125000","-87.7130256878125000","member","32"
"Public Rack - King Dr & 115th St","41.6871238284375000","-87.6120975296875000","member","32"
"MLK Jr Dr & 83rd St","41.7431056825000000","-87.6148029731250000","member","32"
"Marshfield Ave & 59th St","41.7867870881250000","-87.6661923678125000","member","32"
"Public Rack - Milwaukee Ave & Culyer Ave","41.9537115916129032","-87.7495862480645161","casual","31"
"Public Rack - Laramie Ave & Belmont Ave","41.9387326790322581","-87.7559384396774194","member","31"
"Damen Ave & 33rd St","41.8340916845161290","-87.6756318119354839","member","31"
"Sacramento Blvd & Polk St","41.8708050116129032","-87.7002454338709677","casual","31"
"Public Rack - Milwaukee Ave & Kennedy Expy","41.9712028529032258","-87.7637182261290323","casual","31"
"Halsted St & 59th St","41.7875640964516129","-87.6448778503225806","member","31"
"Public Rack - Central Ave & Pensacola Ave","41.9600147967741935","-87.7674398835483871","casual","31"
"S Michigan Ave & E 118th St","41.6798729761290323","-87.6205411825806452","casual","31"
"Kenneth Ave & Lawrence Ave","41.9678471012903226","-87.7399907348387097","casual","31"
"Elizabeth St & 47th St","41.8083947080645161","-87.6565238496774194","member","31"
"California Ave & 29th St","41.8401725535483871","-87.6929294022580645","casual","31"
"Damen Ave/Coulter St","41.8491984816129032","-87.6756466187096774","casual","31"
"Public Rack - 61st St & Melvina Ave","41.7806531554838710","-87.7775620941935484","casual","31"
"Campbell Ave & 51st St","41.8003620080645161","-87.6887443209677419","member","31"
"Summit Ave & 86th St","41.7378504748387097","-87.6449081825806452","casual","31"
"Phillips Ave & 83rd St","41.7445336383870968","-87.5650770093548387","casual","31"
"Public Rack - Fullerton Ave & Narragansett Ave","41.9235622713333333","-87.7860780830000000","member","30"
"Steelworkers Park","41.7385849363333333","-87.5305654703333333","member","30"
"Spaulding Ave & 63rd St","41.7798050990000000","-87.7089757463333333","casual","30"
"Major Taylor Trail & 124th St","41.6687042103333333","-87.6371298213333333","casual","30"
"Indiana Ave & 133rd St","41.6527202873333333","-87.6178790213333333","casual","30"
"Vincennes Ave & 75th St","41.7579706776666667","-87.6312106776666667","member","30"
"Public Rack - Laramie Ave & Grand Ave","41.9177592356666667","-87.7568358873333333","member","30"
"Public Rack - Pulaski Rd & Fullerton Ave","41.9238306116666667","-87.7280815156666667","member","30"
"Kostner Ave & Lake St","41.8859298293333333","-87.7353945810000000","member","30"
"Torrence Ave & 106th St","41.7028198223333333","-87.5597752843333333","member","30"
"Troy St & Jackson Blvd","41.8785207640000000","-87.7028992183333333","casual","30"
"Damen Ave & 74th St","41.7592740796666667","-87.6736636606666667","member","30"
"Racine Ave & Fullerton Ave (Temp)","41.9255140000000000","-87.6583990000000000","casual","30"
"Laramie Ave & Gladys Ave","41.8758110086666667","-87.7553247600000000","casual","30"
"Cottage Grove Ave & 78th St","41.7531824036666667","-87.6050079680000000","member","30"
"Tripp Ave & 15th St","41.8606195317241379","-87.7311730655172414","member","29"
"Mulligan Ave & Wellington Ave","41.9308210568965517","-87.7807532534482759","member","29"
"Sacramento Blvd & Polk St","41.8702311362068966","-87.7000698603448276","member","29"
"Leavitt St/North Ave","41.9100964917241379","-87.6823117682758621","casual","29"
"Public Rack - Lavergne & Lawrence","41.9682042068965517","-87.7521577300000000","casual","29"
"Public Rack - Avondale Ave & Addison St","41.9478736627586207","-87.7199301624137931","casual","29"
"Damen Ave & 33rd St","41.8340993300000000","-87.6756033103448276","casual","29"
"Loomis St & 89th St","41.7324106713793103","-87.6580745396551724","casual","29"
"Public Rack - Keystone Ave & Irving Park Rd","41.9526808465517241","-87.7299192048275862","casual","29"
"Public Rack - Forrestville Ave & 47th St","41.8094652431034483","-87.6125814717241379","member","29"
"Calumet Park","41.7137121934482759","-87.5308398075862069","member","29"
"Keeler Ave & Roosevelt Rd","41.8667501968965517","-87.7299873817241379","casual","29"
"Woodlawn Ave & 75th St","41.7591692800000000","-87.5957590037931034","member","29"
"Public Rack - Minuteman Park","41.7858527660714286","-87.7623398592857143","casual","28"
"May St & 69th St","41.7689519971428571","-87.6529503367857143","casual","28"
"Woodlawn & 103rd - Olive Harvey Vaccination Site","41.7099063571428571","-87.5901434821428571","casual","28"
"Public Rack - Lockwood Ave & Diversey Ave","41.9306059457142857","-87.7595815457142857","casual","28"
"Public Rack - Springfield Ave & Lawrence Ave","41.9683724603571429","-87.7257795060714286","casual","28"
"Public Rack - Hoyne Ave & 110th Pl","41.6914800825000000","-87.6726994621428571","casual","28"
"Public Rack - Elston Ave & Kenneth Ave","41.9677069921428571","-87.7395647296428571","casual","28"
"Homan Ave & Fillmore St","41.8688109122222222","-87.7105245900000000","member","27"
"Springfield Ave & North Ave","41.9101648214814815","-87.7238428837037037","member","27"
"Halsted St & 111th St","41.6922814662962963","-87.6426963292592593","casual","27"
"Michigan Ave & 114th St","41.6870262262962963","-87.6211125125925926","casual","27"
"Public Rack - Keystone Ave & North Ave","41.9098960088888889","-87.7285770870370370","casual","27"
"Public Rack - Kimball Ave & Lawrence Ave","41.9681205807407407","-87.7131490159259259","casual","27"
"Public Rack - Kedzie Ave & 58th St","41.7891985148148148","-87.7017146903703704","member","27"
"Halsted St & 56th St","41.7930116303703704","-87.6450263948148148","member","27"
"Public Rack - St Louis Ave & Berteau Ave","41.9585676140740741","-87.7157933125925926","casual","27"
"Public Rack - Pulaski Rd & Fullerton Ave","41.9232247637037037","-87.7283734025925926","casual","27"
"Public Rack - Avondale Ave & Addison St","41.9475775144444444","-87.7199319229629630","member","27"
"Stony Island Ave & 90th St","41.7313895574074074","-87.5857539377777778","casual","27"
"Oglesby Ave & 100th St","41.7133781407407407","-87.5658516851851852","member","27"
"Public Rack - Karlov Ave & Milwaukee Ave","41.9416241311111111","-87.7298522362962963","casual","27"
"Public Rack - Leamington & Elston","41.9781237270370370","-87.7567210670370370","casual","27"
"Tripp Ave & 15th St","41.8604796633333333","-87.7308998777777778","casual","27"
"Public Rack - Campbell Ave & Pratt Blvd","42.0058178214814815","-87.6921910529629630","casual","27"
"Public Rack - Oketo Ave & Belmont Ave","41.9387959723076923","-87.8112036792307692","member","26"
"Kenneth Ave & Lawrence Ave","41.9678316342307692","-87.7400113630769231","member","26"
"Public Rack - Laramie Ave & Belmont Ave","41.9389657846153846","-87.7566379557692308","casual","26"
"Indiana Ave & 103rd St","41.7071141338461538","-87.6185225269230769","member","26"
"Rockwell St & 57th St","41.7901659176923077","-87.6895790965384615","member","26"
"Public Rack - Michigan Ave & 96th St","41.7190117415384615","-87.6205918346153846","casual","26"
"S Aberdeen St & W 106th St","41.7010705730769231","-87.6494362480769231","casual","26"
"Public Rack - Neva & Foster","41.9742422088461538","-87.8064720746153846","member","26"
"Public Rack - Cicero Ave & Roscoe St","41.9418477773076923","-87.7479250073076923","member","26"
"Ashland Ave & 66th St","41.7740748388461538","-87.6637807950000000","casual","26"
"Public Rack - Christiana & Lincoln","41.9934057015384615","-87.7126111165384615","casual","26"
"Public Rack - Martin Luther King Dr & 44th St","41.8142649661538462","-87.6164140665384615","member","26"
"Public Rack - Central Ave & George St","41.9316169644000000","-87.7677325620000000","member","25"
"Public Rack - Karlov Ave & Lawrence Ave","41.9684151624000000","-87.7300314480000000","casual","25"
"Public Rack - Karlov Ave & Kamerling Ave","41.9073490788000000","-87.7292698588000000","casual","25"
"Olive Harvey College","41.7095490188000000","-87.5902338320000000","casual","25"
"Public Rack - Cicero Ave & Roscoe St","41.9422076920000000","-87.7474855596000000","casual","25"
"South Chicago Ave & 83rd St","41.7439278616000000","-87.5752153804000000","casual","25"
"Kilbourn Ave & Roscoe St","41.9427440776000000","-87.7395518220000000","casual","25"
"Public Rack - Komensky Ave & 63rd St","41.7789820292000000","-87.7227909876000000","casual","25"
"Public Rack - Hiawatha & Mendota","42.0071001540000000","-87.7780506244000000","casual","25"
"Public Rack - Martin Luther King Dr & 44th St","41.8142347144000000","-87.6164191668000000","casual","25"
"State St & 76th St","41.7570153220000000","-87.6246154220000000","casual","25"
"Public Rack - Tripp Ave & North Ave","41.9099212444000000","-87.7321915124000000","casual","25"
"Lavergne Ave & Fullerton Ave","41.9239941972000000","-87.7511687360000000","casual","25"
"Lawndale Ave & 111th St","41.6913131316000000","-87.7128738424000000","member","25"
"Public Rack - N Narragansett Ave & Grand Ave","41.9218215180000000","-87.7843433588000000","casual","25"
"Public Rack - Avers Ave & Archer Ave","41.8021233144000000","-87.7197754924000000","casual","25"
"California Ave & Granville Ave","41.9940376876000000","-87.6992836656000000","casual","25"
"Public Rack - Karlov Ave & Lawrence Ave","41.9684504432000000","-87.7300098480000000","member","25"
"Kedzie Ave & 66th Pl","41.7725793616666667","-87.7030973320833333","casual","24"
"Public Rack - Hamlin Ave & Grand Ave","41.9021460475000000","-87.7201613300000000","member","24"
"Public Rack - Talman Ave & Pershing Rd","41.8217324425000000","-87.6904461750000000","casual","24"
"Public Rack - Eli Whitney Public School","41.8400733154166667","-87.7261748508333333","casual","24"
"Public Rack - Evans Ave & 63rd St","41.7804815087500000","-87.6074591029166667","member","24"
"Public Rack - N Narragansett Ave & Grand Ave","41.9220225583333333","-87.7847322291666667","member","24"
"Public Rack - Cottage Grove & 86th St","41.7383129500000000","-87.6043346095833333","member","24"
"Public Rack - Western Ave & 110th St","41.6938787766666667","-87.6811868820833333","member","24"
"Ellis Ave & 83rd St","41.7441271641666667","-87.5990682437500000","member","24"
"Public Rack - Mobile Ave & Archer Ave","41.7927489187500000","-87.7802040570833333","casual","24"
"Whipple St & Roosevelt Rd","41.8666945812500000","-87.7016980491666667","member","24"
"Central Park Ave & Douglas Blvd","41.8616674033333333","-87.7170870387500000","member","24"
"Halsted St & 104th St","41.7051440216666667","-87.6424313754166667","member","24"
"Public Rack - Rockwell & 111th St","41.6906925370833333","-87.6879063262500000","member","24"
"Public Rack - Keating & Peterson","41.9901072158333333","-87.7471785920833333","member","24"
"Public Rack - Jonathan Y Scammon Public School","41.9412308070833333","-87.7318513883333333","member","24"
"Springfield Ave & 47th St","41.8092806775000000","-87.7204641041666667","member","24"
"Lawndale Ave & 30th St","41.8394132754166667","-87.7182881358333333","member","24"
"Public Rack - Laramie Ave & Fullerton Ave","41.9223064304347826","-87.7582385443478261","casual","23"
"Public Rack - Sayer & Northwest Hwy","41.9923629530434783","-87.8013487195652174","member","23"
"Marquette Ave & 89th St","41.7336755186956522","-87.5584063095652174","member","23"
"Public Rack - Avers & Granville","41.9937822069565217","-87.7248889013043478","member","23"
"Albany Ave & Douglas Blvd","41.8628439982608696","-87.7026270195652174","member","23"
"Public Rack - Bishop St & 46th St","41.8097518221739130","-87.6611313447826087","member","23"
"Public Rack - Kimball Ave & Carmen Ave","41.9722245678260870","-87.7118934956521739","casual","23"
"Public Rack - Western Ave & 47th Pl","41.8090905434782609","-87.6822531139130435","member","23"
"Harding Ave & 26th St","41.8435856582608696","-87.7225831539130435","member","23"
"Public Rack - Rockwell Ave & Touhy Ave ","42.0118584543478261","-87.6961419560869565","casual","23"
"Public Rack - McCormick Blvd & Devon Ave","41.9983724291304348","-87.7108677586956522","member","23"
"Public Rack - Komensky Ave & 31st St","41.8400000000000000","-87.7300000000000000","casual","22"
"Public Rack - Hamlin Ave & Grand Ave","41.9023554063636364","-87.7201874813636364","casual","22"
"Public Rack - Lawrence Ave & Kimball Ave","41.9686528727272727","-87.7120903804545455","member","22"
"Public Rack - Kildare Ave & North Ave","41.9099353572727273","-87.7324814736363636","member","22"
"Public Rack - Ford City Mall","41.7575425372727273","-87.7412292381818182","casual","22"
"Public Rack - Throop St & 109th Pl","41.6910964031818182","-87.6509423790909091","member","22"
"Public Rack - Nordica & Archer","41.7922717168181818","-87.7977048431818182","casual","22"
"Public Rack - Irving Park Rd & Leclaire Ave","41.9532636327272727","-87.7546613286363636","casual","22"
"Public Rack - Norwood Park Station ","41.9921287031818182","-87.7991724354545455","member","22"
"Public Rack - Sawyer Ave & Lawrence Ave","41.9686463436363636","-87.7097884850000000","member","22"
"Public Rack - Nordica & Archer","41.7920723513636364","-87.7979026927272727","member","22"
"Throop St & 52nd St","41.7996651018181818","-87.6571955609090909","casual","22"
"Public Rack - Oketo Ave & Belmont Ave","41.9387576177272727","-87.8112245186363636","casual","22"
"Fullerton & Monitor","41.9224662327272727","-87.7714714854545455","member","22"
"Racine Ave & 65th St","41.7754085000000000","-87.6543109813636364","casual","22"
"Public Rack - Calumet Ave & 51st St","41.8021503913636364","-87.6182727727272727","casual","22"
"Public Rack - Monticello & Lawrence","41.9683054490909091","-87.7195310672727273","casual","22"
"Public Rack - Kilbourn Ave & Fullerton Ave","41.9204053636363636","-87.7399823936363636","casual","22"
"Public Rack - Austin Ave & Roscoe St","41.9410534261904762","-87.7782879780952381","member","21"
"Avenue O & 134th St","41.6518296857142857","-87.5402571923809524","member","21"
"Phillips Ave & 83rd St","41.7445366390476190","-87.5650764671428571","member","21"
"Public Rack - Lotus Ave & Lawrence Ave","41.9681032519047619","-87.7629308790476190","casual","21"
"Public Rack - Kildare Ave & North Ave","41.9099049352380952","-87.7329636709523810","casual","21"
"Public Rack - Lorel Ave & Grand Ave","41.9188744142857143","-87.7598399166666667","casual","21"
"Public Rack - Melvina & Foster","41.9758061004761905","-87.7832092557142857","casual","21"
"Public Rack - Harper Ave & 63rd St","41.7807070004761905","-87.5880266642857143","casual","21"
"Buckingham Fountain (Columbus/Balbo)","41.8729283047619048","-87.6226050976190476","member","21"
"Public Rack - Milwaukee Ave & Lawrence Ave","41.9677646195238095","-87.7602595328571429","member","21"
"Public Rack - Hamilton Ave & 95th St","41.7207086604761905","-87.6774671371428571","casual","21"
"Public Rack - Normal Ave & 111th St","41.6924009352380952","-87.6355444304761905","casual","21"
"Lawler Ave & 50th St","41.8011388657142857","-87.7494530585714286","member","21"
"Ada St & 113th St","41.6875635347619048","-87.6554108176190476","casual","21"
"Public Rack - Kedzie Ave & 62nd Pl","41.7800462761904762","-87.7016616276190476","member","21"
"Lamon Ave & Chicago Ave","41.8961224733333333","-87.7485724261904762","member","21"
"Public Rack - Laramie Ave & Warwick Ave","41.9491109100000000","-87.7578657133333333","casual","21"
"Public Rack - Meade Ave & Archer Ave","41.7938280910000000","-87.7738632335000000","casual","20"
"Public Rack - Springfield Ave & Lawrence Ave","41.9683912355000000","-87.7258769530000000","member","20"
"Public Rack - Kostner & Peterson","41.9899484085000000","-87.7383039505000000","member","20"
"Public Rack - State ST & 42nd St","41.8194268600000000","-87.6275547820000000","casual","20"
"Troy St & Jackson Blvd","41.8782701910000000","-87.7033846295000000","member","20"
"Springfield Ave & North Ave","41.9101734195000000","-87.7238126005000000","casual","20"
"Public Rack - Baltimore Ave & 133rd St","41.6525373055000000","-87.5478633430000000","casual","20"
"Public Rack - Central Ave & Corcoran Pl","41.8873085485000000","-87.7651521475000000","casual","20"
"Public Rack - Milwaukee Ave & Pensacola Ave","41.9596234320000000","-87.7525361955000000","member","20"
"Public Rack - Kedzie Ave & 58th St","41.7887506570000000","-87.7026179535000000","casual","20"
"Halsted St & 59th St","41.7875659480000000","-87.6448736800000000","casual","20"
"Commercial Ave & 100th St","41.7133139810000000","-87.5511551595000000","member","20"
"Olive Harvey College","41.7095543500000000","-87.5902328670000000","member","20"
"Public Rack - Christiana & Lincoln","41.9930137855000000","-87.7122995465000000","member","20"
"Public Rack - Central Ave & Lawrence Ave","41.9683164026315789","-87.7681733657894737","casual","19"
"Roscoe & Harlem","41.9404220142105263","-87.8092694189473684","member","19"
"Public Rack - Pulaski & Rosemont","41.9952373342105263","-87.7288390005263158","casual","19"
"Public Rack - Sawyer Ave & Chicago Ave","41.8954940231578947","-87.7081223468421053","member","19"
"Lavergne Ave & Division St","41.9017180268421053","-87.7507240831578947","casual","19"
"Public Rack - Natoma Ave & 61st St","41.7804997563157895","-87.7882318447368421","casual","19"
"Public Rack - Western Ave & 100th St","41.7113346378947368","-87.6814354194736842","casual","19"
"Karlov Ave & Lawrence Ave","41.9679317842105263","-87.7303796815789474","casual","19"
"Bloomingdale Ave & Harlem Ave","41.9116028626315789","-87.8066661400000000","member","19"
"Public Rack - Milwaukee Ave & Addison St","41.9476237342105263","-87.7372162052631579","member","19"
"Public Rack - Western Ave & 110th St","41.6927904157894737","-87.6808530173684211","casual","19"
"Public Rack - Milwaukee Ave & Pensacola Ave","41.9595261478947368","-87.7529944000000000","casual","19"
"Public Rack - California Ave & Marquette Rd","41.7700000000000000","-87.6900000000000000","casual","19"
"Public Rack - Harper Ave & 63rd St","41.7807409172222222","-87.5879227233333333","member","18"
"Public Rack - Kedvale Ave & Peterson Ave","41.9901840027777778","-87.7321379438888889","member","18"
"Oak Park & Wellington","41.9325448488888889","-87.7977026711111111","member","18"
"Public Rack - 4810 Keeler Ave","41.9684116672222222","-87.7328300488888889","casual","18"
"Public Rack - Spaulding Ave & Bryn Mawr Ave","41.9814768522222222","-87.7106552872222222","member","18"
"Public Rack - Homan & 79th","41.7498904433333333","-87.7078869666666667","casual","18"
"Commercial Ave & 100th St","41.7133166255555556","-87.5511167000000000","casual","18"
"Menard Ave & Division St","41.9009978827777778","-87.7702175766666667","member","18"
"Avenue L & 114th St","41.6880273650000000","-87.5365756227777778","casual","18"
"Public Rack - Tripp Ave & North Ave","41.9099345288888889","-87.7320194177777778","member","18"
"Public Rack - Foster Ave & Drake Ave","41.9758385066666667","-87.7178824394444444","member","18"
"Wabash Ave & 83rd St","41.7433518316666667","-87.6228248622222222","member","18"
"Public Rack - Lynch & Elston","41.9810222111111111","-87.7613816333333333","casual","18"
"Lavergne Ave & Fullerton Ave","41.9239945161111111","-87.7511884383333333","member","18"
"Lavergne Ave & 46th St","41.8096375005555556","-87.7487706855555556","casual","18"
"Public Rack - Western Ave & Jarvis Ave","42.0170446416666667","-87.6902596327777778","member","18"
"Public Rack - Milwaukee Ave & Catalpa Ave","41.9775411861111111","-87.7690868188888889","casual","18"
"Public Rack - Karlov Ave & Kamerling Ave","41.9080529688888889","-87.7294701316666667","member","18"
"State St & 123rd St","41.6706650929411765","-87.6226833594117647","casual","17"
"Ashland Ave & Garfield Blvd","41.7929002641176471","-87.6644268923529412","member","17"
"Public Rack - McCormick Blvd & Devon Ave","41.9984432858823529","-87.7108379158823529","casual","17"
"Public Rack - Langley Ave & 49th St","41.8049366488235294","-87.6091190488235294","casual","17"
"Public Rack - Linder & Elston","41.9819010082352941","-87.7677434700000000","casual","17"
"Public Rack - Throop St & 58th St","41.7886298458823529","-87.6563211476470588","casual","17"
"Washtenaw Ave & Madison St","41.8813433623529412","-87.6939993076470588","casual","17"
"Homan Ave & 65th St","41.7788717076470588","-87.7095422247058824","member","17"
"Public Rack - Cicero Ave & Cortland St - midblock","41.9177167988235294","-87.7478450447058824","casual","17"
"Public Rack - Foster Ave & Drake Ave","41.9761097058823529","-87.7180183705882353","casual","17"
"Public Rack - Lockwood & Archer","41.7968861488235294","-87.7554411770588235","member","17"
"Public Rack - Kedzie Ave & 54th St - SE","41.7929355505882353","-87.7024915370588235","casual","17"
"Public Rack - Kedzie Ave & 61st Pl E","41.7810539388235294","-87.7012703635294118","casual","17"
"Archer Ave & 43rd St","41.8178799658823529","-87.7011257729411765","member","17"
"Public Rack - Kedzie Ave & Chicago Ave","41.8955569835294118","-87.7063562276470588","member","17"
"Public Rack - Western & 83rd","41.7434254617647059","-87.6826681411764706","casual","17"
"Karlov Ave & Armitage Ave","41.9174375558823529","-87.7289591829411765","casual","17"
"Public Rack - Karlov Ave & Milwaukee Ave","41.9414361641176471","-87.7299384347058824","member","17"
"Public Rack - Central Ave & Lawrence Ave","41.9678298023529412","-87.7676798076470588","member","17"
"North Ave & New England Ave","41.9094400341176471","-87.7978347894117647","member","17"
"Public Rack - Kilpatrick & Elston","41.9699776864705882","-87.7427053129411765","casual","17"
"Kildare & Cermak","41.8508150412500000","-87.7311818956250000","member","16"
"Public Rack - Olmstead Ave & Oliphant Ave","42.0020400443750000","-87.8174699118750000","casual","16"
"Public Rack - Forrestville Ave & 47th St","41.8094302675000000","-87.6127436537500000","casual","16"
"Karlov Ave & Armitage Ave","41.9174736262500000","-87.7289543162500000","member","16"
"Public Rack - Austin Ave & Roscoe St","41.9409937262500000","-87.7784083750000000","casual","16"
"Public Rack - Austin & Higgins","41.9724325781250000","-87.7782456481250000","casual","16"
"Public Rack - Lotus Ave & Lawrence Ave","41.9679563875000000","-87.7631870356250000","member","16"
"Public Rack - Laramie Ave & Grand Ave","41.9177250743750000","-87.7567786356250000","casual","16"
"Public Rack - Halsted St & 76th St","41.7574232975000000","-87.6425506131250000","casual","16"
"Central Park Ave & Ohio St","41.8906956600000000","-87.7186768268750000","member","16"
"Public Rack - Abbott Park","41.7216048362500000","-87.6225072437500000","casual","16"
"Public Rack - 82nd st & Kedzie Ave","41.7427897581250000","-87.7018961512500000","casual","16"
"Public Rack - Harvard Ave & 119th St","41.6791277062500000","-87.6302945718750000","casual","16"
"Public Rack - Spaulding Ave & Foster Ave","41.9773654725000000","-87.7103826643750000","member","16"
"Public Rack - Kimball & Ardmore","41.9870101843750000","-87.7139647887500000","casual","16"
"Tripp Ave & 31st St","41.8369867568750000","-87.7305118150000000","member","16"
"Public Rack - Pulaski Rd & 65th St","41.7720102050000000","-87.7215958675000000","casual","16"
"Public Rack - Menard Ave & Grand Ave","41.9198032312500000","-87.7708166181250000","member","16"
"Public Rack - Irving Park Rd & Austin Ave","41.9527110068750000","-87.7774959193750000","casual","16"
"Public Rack - Narragansett Ave & Fullerton Ave","41.9230800368750000","-87.7836540837500000","casual","16"
"Troy Ave & 27th St","41.8423378106250000","-87.7035851300000000","member","16"
"OH Charging Stx - Test","41.8631995718750000","-87.6798048106250000","member","16"
"Public Rack - Racine Ave & 74th St","41.7594977768750000","-87.6535059950000000","casual","16"
"Spaulding Ave & 63rd St","41.7796282312500000","-87.7080601875000000","member","16"
"Public Rack - Christiana Ave & Archer Ave","41.8108926981250000","-87.7088894037500000","casual","16"
"Harlem Ave & Grace St","41.9492925626666667","-87.8078948793333333","member","15"
"Public Rack - Melvina Ave & Montrose Ave","41.9590762873333333","-87.7816179373333333","casual","15"
"Public Rack - Greenwood Ave & Lake Park Ave","41.8173808026666667","-87.5995335373333333","casual","15"
"Public Rack - South Shore Dr & 71st St","41.7684705126666667","-87.5610748080000000","casual","15"
"Public Rack - Mulligan Ave & 56th St","41.7904185913333333","-87.7799754460000000","casual","15"
"Public Rack - Kenton Ave & Palmer St","41.9205295273333333","-87.7414762120000000","member","15"
